episode,total_reward,hit_rate_pct,prefetch_accuracy_pct,total_prefetches,useful_prefetches,avg_measured_latency_ms,avg_baseline_latency_ms,total_measured_latency_ms,total_baseline_latency_ms,latency_reduction_pct,avg_ttft_ms,median_ttft_ms,p95_ttft_ms,tier_L1,tier_L2,tier_L3,tier_MISS,tier_L1_pct,tier_L2_pct,tier_L3_pct,tier_MISS_pct,latency_L1_ms,latency_L2_ms,latency_L3_ms,latency_MISS_ms
134,13.558049121524354,85.75,0.0,28,0,32.35,31.01,1617.498,1550.5,-4.32,2.296,0.074,9.166,343,0,0,57,85.8,0.0,0.0,14.2,17.061,0.0,0.0,1516.2
135,13.243189724783042,85.75,0.0,30,0,32.38,31.01,1619.009,1550.5,-4.42,2.327,0.071,8.685,343,0,0,57,85.8,0.0,0.0,14.2,17.113,0.0,0.0,1516.2
136,12.728314224277144,85.75,0.0,34,0,32.617,31.01,1630.865,1550.5,-5.18,2.564,0.066,8.733,343,0,0,57,85.8,0.0,0.0,14.2,17.102,0.0,0.0,1516.2
137,13.703685525788401,85.75,0.0,27,0,32.214,31.01,1610.699,1550.5,-3.88,2.16,0.068,7.469,343,0,0,57,85.8,0.0,0.0,14.2,17.047,0.0,0.0,1516.2
138,14.270978509242228,85.75,0.0,23,0,31.979,31.01,1598.95,1550.5,-3.12,1.926,0.069,8.734,343,0,0,57,85.8,0.0,0.0,14.2,17.006,0.0,0.0,1516.2
139,13.537589143265185,85.75,0.0,28,0,32.268,31.01,1613.385,1550.5,-4.06,2.214,0.076,10.275,343,0,0,57,85.8,0.0,0.0,14.2,17.082,0.0,0.0,1516.2
140,13.657392536506464,85.75,0.0,27,0,32.216,31.01,1610.796,1550.5,-3.89,2.162,0.071,8.665,343,0,0,57,85.8,0.0,0.0,14.2,17.093,0.0,0.0,1516.2
141,12.685473916913164,85.75,0.0,33,0,32.564,31.01,1628.221,1550.5,-5.01,2.508,0.073,8.668,343,0,0,57,85.8,0.0,0.0,14.2,17.276,0.0,0.0,1516.2
142,12.951962718484705,85.75,0.0,33,0,32.546,31.01,1627.316,1550.5,-4.95,2.493,0.069,11.445,343,0,0,57,85.8,0.0,0.0,14.2,17.01,0.0,0.0,1516.2
143,14.270450565757743,85.75,0.0,23,0,31.978,31.01,1598.901,1550.5,-3.12,1.925,0.073,8.632,343,0,0,57,85.8,0.0,0.0,14.2,17.006,0.0,0.0,1516.2
144,12.732396429400412,85.75,0.0,34,0,32.609,31.01,1630.432,1550.5,-5.16,2.555,0.069,10.211,343,0,0,57,85.8,0.0,0.0,14.2,17.098,0.0,0.0,1516.2
145,13.003711853717494,85.75,0.0,32,0,32.495,31.01,1624.753,1550.5,-4.79,2.441,0.069,8.674,343,0,0,57,85.8,0.0,0.0,14.2,17.09,0.0,0.0,1516.2
146,13.542706498878223,85.75,0.0,28,0,32.273,31.01,1613.648,1550.5,-4.07,2.22,0.067,8.646,343,0,0,57,85.8,0.0,0.0,14.2,17.076,0.0,0.0,1516.2
147,13.971254821464413,85.75,0.0,25,0,32.102,31.01,1605.089,1550.5,-3.52,2.048,0.077,8.628,343,0,0,57,85.8,0.0,0.0,14.2,17.042,0.0,0.0,1516.2
148,12.32280459574391,85.75,0.0,37,0,32.783,31.01,1639.162,1550.5,-5.72,2.729,0.068,8.677,343,0,0,57,85.8,0.0,0.0,14.2,17.113,0.0,0.0,1516.2
149,12.449846810111708,85.75,0.0,36,0,32.751,31.01,1637.534,1550.5,-5.61,2.697,0.066,11.466,343,0,0,57,85.8,0.0,0.0,14.2,17.118,0.0,0.0,1516.2
150,14.065578124083574,85.75,0.0,25,0,32.098,31.01,1604.892,1550.5,-3.51,2.045,0.067,5.922,343,0,0,57,85.8,0.0,0.0,14.2,16.948,0.0,0.0,1516.2
151,13.200208067313914,85.75,0.0,28,0,32.277,31.01,1613.842,1550.5,-4.09,2.218,0.077,10.376,343,0,0,57,85.8,0.0,0.0,14.2,17.419,0.0,0.0,1516.2
152,13.03390611738995,85.75,0.0,32,0,32.506,31.01,1625.279,1550.5,-4.82,2.452,0.066,8.656,343,0,0,57,85.8,0.0,0.0,14.2,17.059,0.0,0.0,1516.2
153,14.090749262993478,85.75,0.0,24,0,32.042,31.01,1602.113,1550.5,-3.33,1.989,0.074,7.49,343,0,0,57,85.8,0.0,0.0,14.2,17.054,0.0,0.0,1516.2
154,14.221932544981643,85.75,0.0,23,0,31.985,31.01,1599.235,1550.5,-3.14,1.93,0.071,5.995,343,0,0,57,85.8,0.0,0.0,14.2,17.055,0.0,0.0,1516.2
155,13.98534193396847,85.75,0.0,25,0,32.098,31.01,1604.876,1550.5,-3.51,2.044,0.071,8.677,343,0,0,57,85.8,0.0,0.0,14.2,17.028,0.0,0.0,1516.2
156,14.00956106483284,85.75,0.0,25,0,32.094,31.01,1604.714,1550.5,-3.5,2.04,0.068,8.639,343,0,0,57,85.8,0.0,0.0,14.2,17.004,0.0,0.0,1516.2
157,14.02694306563865,85.75,0.0,25,0,32.092,31.01,1604.62,1550.5,-3.49,2.039,0.071,10.193,343,0,0,57,85.8,0.0,0.0,14.2,16.987,0.0,0.0,1516.2
158,13.680477694824745,85.75,0.0,27,0,32.21,31.01,1610.52,1550.5,-3.87,2.157,0.072,8.63,343,0,0,57,85.8,0.0,0.0,14.2,17.07,0.0,0.0,1516.2
159,13.639514104465169,85.75,0.0,28,0,32.267,31.01,1613.336,1550.5,-4.05,2.214,0.07,7.384,343,0,0,57,85.8,0.0,0.0,14.2,16.98,0.0,0.0,1516.2
160,13.567400269561594,85.75,0.0,28,0,32.27,31.01,1613.484,1550.5,-4.06,2.216,0.068,8.695,343,0,0,57,85.8,0.0,0.0,14.2,17.052,0.0,0.0,1516.2
161,13.12776321999464,85.75,0.0,28,0,32.282,31.01,1614.095,1550.5,-4.1,2.223,0.075,8.652,343,0,0,57,85.8,0.0,0.0,14.2,17.491,0.0,0.0,1516.2
162,13.62764669010177,85.75,0.0,27,0,32.21,31.01,1610.483,1550.5,-3.87,2.156,0.075,8.618,343,0,0,57,85.8,0.0,0.0,14.2,17.123,0.0,0.0,1516.2
163,14.355203852182097,85.75,0.0,22,0,31.93,31.01,1596.483,1550.5,-2.97,1.876,0.071,5.829,343,0,0,57,85.8,0.0,0.0,14.2,17.053,0.0,0.0,1516.2
164,15.420019126836312,85.75,0.0,21,0,31.728,31.01,1586.384,1550.5,-2.31,1.689,0.065,5.85,343,0,0,57,85.8,0.0,0.0,14.2,16.119,0.0,0.0,1516.2
165,18.01825961910725,85.75,0.0,33,0,32.041,31.01,1602.034,1550.5,-3.32,2.071,0.049,6.835,343,0,0,57,85.8,0.0,0.0,14.2,11.944,0.0,0.0,1516.2
166,18.348694316266663,85.75,0.0,30,0,31.905,31.01,1595.239,1550.5,-2.89,1.935,0.051,5.824,343,0,0,57,85.8,0.0,0.0,14.2,12.008,0.0,0.0,1516.2
167,17.556582224336644,85.75,0.0,35,0,32.153,31.01,1607.64,1550.5,-3.69,2.181,0.056,8.562,343,0,0,57,85.8,0.0,0.0,14.2,12.142,0.0,0.0,1516.2
168,18.40211762728888,85.75,0.0,26,0,31.767,31.01,1588.363,1550.5,-2.44,1.79,0.054,6.126,343,0,0,57,85.8,0.0,0.0,14.2,12.48,0.0,0.0,1516.2
169,17.809095474819905,85.75,0.0,24,0,31.685,31.01,1584.242,1550.5,-2.18,1.692,0.064,7.346,343,0,0,57,85.8,0.0,0.0,14.2,13.336,0.0,0.0,1516.2
170,18.57589587885596,85.75,0.0,29,0,31.843,31.01,1592.149,1550.5,-2.69,1.873,0.05,6.767,343,0,0,57,85.8,0.0,0.0,14.2,11.912,0.0,0.0,1516.2
171,18.618786869928083,85.75,0.0,22,0,31.656,31.01,1582.785,1550.5,-2.08,1.674,0.06,5.713,343,0,0,57,85.8,0.0,0.0,14.2,12.789,0.0,0.0,1516.2
172,18.431873463659954,85.75,0.0,27,0,31.823,31.01,1591.14,1550.5,-2.62,1.846,0.055,7.658,343,0,0,57,85.8,0.0,0.0,14.2,12.319,0.0,0.0,1516.2
173,16.37102810248184,85.75,0.0,21,0,31.589,31.01,1579.453,1550.5,-1.87,1.56,0.066,5.668,343,0,0,57,85.8,0.0,0.0,14.2,13.521,0.0,0.0,1517.847
174,19.07557915075961,85.75,0.0,25,0,31.684,31.01,1584.197,1550.5,-2.17,1.714,0.055,6.685,343,0,0,57,85.8,0.0,0.0,14.2,11.938,0.0,0.0,1516.2
175,17.26899580853131,85.75,0.0,33,0,32.058,31.01,1602.889,1550.5,-3.38,2.078,0.062,6.731,343,0,0,57,85.8,0.0,0.0,14.2,12.693,0.0,0.0,1516.2
176,19.822431555804226,85.75,0.0,20,0,31.458,31.01,1572.909,1550.5,-1.45,1.489,0.051,4.673,343,0,0,57,85.8,0.0,0.0,14.2,11.848,0.0,0.0,1516.2
177,19.448616747985437,85.75,0.0,22,0,31.553,31.01,1577.673,1550.5,-1.75,1.581,0.056,6.884,343,0,0,57,85.8,0.0,0.0,14.2,11.959,0.0,0.0,1516.2
178,18.677832226853035,85.75,0.0,28,0,31.807,31.01,1590.354,1550.5,-2.57,1.838,0.05,6.724,343,0,0,57,85.8,0.0,0.0,14.2,11.941,0.0,0.0,1516.2
179,19.51514679473716,85.75,0.0,22,0,31.557,31.01,1577.859,1550.5,-1.76,1.588,0.049,5.83,343,0,0,57,85.8,0.0,0.0,14.2,11.893,0.0,0.0,1516.2
180,18.884709507792664,85.75,0.0,27,0,31.772,31.01,1588.619,1550.5,-2.46,1.803,0.05,7.003,343,0,0,57,85.8,0.0,0.0,14.2,11.866,0.0,0.0,1516.2
181,16.58373519959801,85.75,0.0,38,0,32.33,31.01,1616.511,1550.5,-4.26,2.351,0.06,7.686,343,0,0,57,85.8,0.0,0.0,14.2,12.721,0.0,0.0,1516.2
182,19.178701079746702,85.75,0.0,25,0,31.691,31.01,1584.558,1550.5,-2.2,1.722,0.048,6.749,343,0,0,57,85.8,0.0,0.0,14.2,11.835,0.0,0.0,1516.2
183,17.81515448563312,85.75,0.0,34,0,32.064,31.01,1603.199,1550.5,-3.4,2.094,0.058,10.085,343,0,0,57,85.8,0.0,0.0,14.2,12.015,0.0,0.0,1516.2
184,20.049234097525428,85.75,0.0,18,0,31.377,31.01,1568.874,1550.5,-1.19,1.408,0.049,4.567,343,0,0,57,85.8,0.0,0.0,14.2,11.885,0.0,0.0,1516.2
185,18.63193106979307,85.75,0.0,29,0,31.858,31.01,1592.889,1550.5,-2.73,1.889,0.05,8.938,343,0,0,57,85.8,0.0,0.0,14.2,11.856,0.0,0.0,1516.2
186,18.997456793755028,85.75,0.0,26,0,31.726,31.01,1586.305,1550.5,-2.31,1.757,0.049,6.742,343,0,0,57,85.8,0.0,0.0,14.2,11.885,0.0,0.0,1516.2
187,18.524534777642117,85.75,0.0,29,0,31.858,31.01,1592.914,1550.5,-2.74,1.889,0.052,6.963,343,0,0,57,85.8,0.0,0.0,14.2,11.963,0.0,0.0,1516.2
188,18.917443575437588,85.75,0.0,27,0,31.755,31.01,1587.753,1550.5,-2.4,1.786,0.052,8.795,343,0,0,57,85.8,0.0,0.0,14.2,11.833,0.0,0.0,1516.2
189,19.397908511248932,85.75,0.0,23,0,31.592,31.01,1579.61,1550.5,-1.88,1.623,0.053,4.63,343,0,0,57,85.8,0.0,0.0,14.2,11.879,0.0,0.0,1516.2
190,18.394830756044573,85.75,0.0,30,0,31.935,31.01,1596.744,1550.5,-2.98,1.965,0.049,6.81,343,0,0,57,85.8,0.0,0.0,14.2,11.961,0.0,0.0,1516.2
191,18.31176433437343,85.75,0.0,24,0,31.905,31.01,1595.254,1550.5,-2.89,1.924,0.058,6.969,343,0,0,57,85.8,0.0,0.0,14.2,12.833,0.0,0.0,1516.2
192,19.06638002658076,85.75,0.0,25,0,31.69,31.01,1584.519,1550.5,-2.19,1.72,0.052,5.878,343,0,0,57,85.8,0.0,0.0,14.2,11.947,0.0,0.0,1516.2
193,19.905031508020745,85.75,0.0,19,0,31.42,31.01,1570.999,1550.5,-1.32,1.45,0.049,4.585,343,0,0,57,85.8,0.0,0.0,14.2,11.897,0.0,0.0,1516.2
194,19.208294989604497,85.75,0.0,25,0,31.67,31.01,1583.508,1550.5,-2.13,1.701,0.05,6.644,343,0,0,57,85.8,0.0,0.0,14.2,11.805,0.0,0.0,1516.2
195,20.118611983191172,85.75,0.0,18,0,31.368,31.01,1568.409,1550.5,-1.16,1.398,0.052,5.754,343,0,0,57,85.8,0.0,0.0,14.2,11.815,0.0,0.0,1516.2
196,18.844139597595145,85.75,0.0,27,0,31.788,31.01,1589.406,1550.5,-2.51,1.819,0.05,6.731,343,0,0,57,85.8,0.0,0.0,14.2,11.907,0.0,0.0,1516.2
197,18.892165283423324,85.75,0.0,27,0,31.765,31.01,1588.226,1550.5,-2.43,1.796,0.05,6.775,343,0,0,57,85.8,0.0,0.0,14.2,11.858,0.0,0.0,1516.2
198,17.529447901095196,85.75,0.0,36,0,32.171,31.01,1608.563,1550.5,-3.74,2.201,0.05,8.9,343,0,0,57,85.8,0.0,0.0,14.2,12.038,0.0,0.0,1516.2
199,18.710653016407036,85.75,0.0,25,0,31.698,31.01,1584.906,1550.5,-2.22,1.723,0.057,7.997,343,0,0,57,85.8,0.0,0.0,14.2,12.303,0.0,0.0,1516.2
200,19.34792860506899,85.75,0.0,23,0,31.602,31.01,1580.08,1550.5,-1.91,1.632,0.05,5.821,343,0,0,57,85.8,0.0,0.0,14.2,11.929,0.0,0.0,1516.2
201,17.67895298977092,85.75,0.0,29,0,31.927,31.01,1596.331,1550.5,-2.96,1.946,0.061,5.891,343,0,0,57,85.8,0.0,0.0,14.2,12.809,0.0,0.0,1516.2
202,20.258645303463773,85.75,0.0,17,0,31.331,31.01,1566.555,1550.5,-1.04,1.361,0.051,4.667,343,0,0,57,85.8,0.0,0.0,14.2,11.807,0.0,0.0,1516.2
203,15.575621782313814,85.75,0.0,33,0,32.482,31.01,1624.082,1550.5,-4.75,2.472,0.063,8.583,343,0,0,57,85.8,0.0,0.0,14.2,14.386,0.0,0.0,1516.2
204,14.689770281984831,85.75,0.0,20,0,31.801,31.01,1590.033,1550.5,-2.55,1.748,0.071,7.295,343,0,0,57,85.8,0.0,0.0,14.2,16.981,0.0,0.0,1516.2
205,14.614293209046272,85.75,0.0,28,0,32.034,31.01,1601.678,1550.5,-3.3,1.998,0.066,8.83,343,0,0,57,85.8,0.0,0.0,14.2,16.005,0.0,0.0,1516.2
206,19.30653541306804,85.75,0.0,24,0,31.636,31.01,1581.786,1550.5,-2.02,1.666,0.053,7.945,343,0,0,57,85.8,0.0,0.0,14.2,11.838,0.0,0.0,1516.2
207,19.429807560894222,85.75,0.0,23,0,31.608,31.01,1580.403,1550.5,-1.93,1.639,0.051,6.12,343,0,0,57,85.8,0.0,0.0,14.2,11.847,0.0,0.0,1516.2
208,20.06311468204918,85.75,0.0,19,0,31.402,31.01,1570.123,1550.5,-1.27,1.434,0.05,4.542,343,0,0,57,85.8,0.0,0.0,14.2,11.739,0.0,0.0,1516.2
209,14.06957891124114,85.75,0.0,25,0,32.091,31.01,1604.569,1550.5,-3.49,2.039,0.068,7.401,343,0,0,57,85.8,0.0,0.0,14.2,16.944,0.0,0.0,1516.2
210,13.670134338999574,85.75,0.0,27,0,32.212,31.01,1610.589,1550.5,-3.88,2.158,0.07,8.638,343,0,0,57,85.8,0.0,0.0,14.2,17.081,0.0,0.0,1516.2
211,13.458579679450686,85.75,0.0,26,0,32.163,31.01,1608.156,1550.5,-3.72,2.105,0.076,8.733,343,0,0,57,85.8,0.0,0.0,14.2,17.424,0.0,0.0,1516.2
212,14.795700635946977,85.75,0.0,19,0,31.751,31.01,1587.575,1550.5,-2.39,1.697,0.067,7.338,343,0,0,57,85.8,0.0,0.0,14.2,17.007,0.0,0.0,1516.2
213,14.407157827526174,85.75,0.0,22,0,31.921,31.01,1596.036,1550.5,-2.94,1.867,0.071,8.603,343,0,0,57,85.8,0.0,0.0,14.2,17.001,0.0,0.0,1516.2
214,13.222147611707078,85.75,0.0,30,0,32.375,31.01,1618.758,1550.5,-4.4,2.321,0.073,10.17,343,0,0,57,85.8,0.0,0.0,14.2,17.134,0.0,0.0,1516.2
215,13.823024742037724,85.75,0.0,26,0,32.149,31.01,1607.453,1550.5,-3.67,2.096,0.066,5.899,343,0,0,57,85.8,0.0,0.0,14.2,17.059,0.0,0.0,1516.2
216,13.723033213855174,85.75,0.0,27,0,32.209,31.01,1610.445,1550.5,-3.87,2.155,0.071,8.747,343,0,0,57,85.8,0.0,0.0,14.2,17.028,0.0,0.0,1516.2
217,14.720048321033257,85.75,0.0,20,0,31.805,31.01,1590.258,1550.5,-2.56,1.751,0.068,7.341,343,0,0,57,85.8,0.0,0.0,14.2,16.951,0.0,0.0,1516.2
218,13.717780452670937,85.75,0.0,27,0,32.211,31.01,1610.531,1550.5,-3.87,2.157,0.065,8.986,343,0,0,57,85.8,0.0,0.0,14.2,17.033,0.0,0.0,1516.2
219,13.850000733242105,85.75,0.0,26,0,32.151,31.01,1607.559,1550.5,-3.68,2.098,0.075,5.899,343,0,0,57,85.8,0.0,0.0,14.2,17.032,0.0,0.0,1516.2
220,13.71802950870007,85.75,0.0,27,0,32.21,31.01,1610.505,1550.5,-3.87,2.157,0.07,7.363,343,0,0,57,85.8,0.0,0.0,14.2,17.033,0.0,0.0,1516.2
221,14.919447496198586,85.75,0.0,16,0,31.586,31.01,1579.321,1550.5,-1.86,1.528,0.076,5.863,343,0,0,57,85.8,0.0,0.0,14.2,17.277,0.0,0.0,1516.2
222,14.22020593833535,85.75,0.0,22,0,31.931,31.01,1596.543,1550.5,-2.97,1.876,0.075,5.83,343,0,0,57,85.8,0.0,0.0,14.2,17.188,0.0,0.0,1516.2
223,14.207677416064358,85.75,0.0,23,0,32.002,31.01,1600.092,1550.5,-3.2,1.948,0.068,6.039,343,0,0,57,85.8,0.0,0.0,14.2,17.069,0.0,0.0,1516.2
224,14.369173494427047,85.75,0.0,23,0,31.975,31.01,1598.764,1550.5,-3.11,1.923,0.07,8.625,343,0,0,57,85.8,0.0,0.0,14.2,16.907,0.0,0.0,1516.2
225,12.974999870034647,85.75,0.0,33,0,32.551,31.01,1627.556,1550.5,-4.97,2.499,0.067,10.381,343,0,0,57,85.8,0.0,0.0,14.2,16.987,0.0,0.0,1516.2
226,15.397236735206825,85.75,0.0,15,0,31.522,31.01,1576.089,1550.5,-1.65,1.469,0.066,5.825,343,0,0,57,85.8,0.0,0.0,14.2,16.931,0.0,0.0,1516.2
227,14.894420654233235,85.75,0.0,19,0,31.748,31.01,1587.412,1550.5,-2.38,1.696,0.073,7.37,343,0,0,57,85.8,0.0,0.0,14.2,16.908,0.0,0.0,1516.2
228,14.313522030141979,85.75,0.0,22,0,31.92,31.01,1595.993,1550.5,-2.93,1.866,0.069,7.343,343,0,0,57,85.8,0.0,0.0,14.2,17.094,0.0,0.0,1516.2
229,13.702060280584206,85.75,0.0,27,0,32.209,31.01,1610.443,1550.5,-3.87,2.156,0.074,8.815,343,0,0,57,85.8,0.0,0.0,14.2,17.049,0.0,0.0,1516.2
230,14.21573746732741,85.75,0.0,24,0,32.042,31.01,1602.109,1550.5,-3.33,1.99,0.067,8.928,343,0,0,57,85.8,0.0,0.0,14.2,16.929,0.0,0.0,1516.2
231,12.074363901545226,85.75,0.0,36,0,32.731,31.01,1636.551,1550.5,-5.55,2.671,0.072,11.454,343,0,0,57,85.8,0.0,0.0,14.2,17.493,0.0,0.0,1516.2
232,12.884060891788234,85.75,0.0,33,0,32.55,31.01,1627.52,1550.5,-4.97,2.496,0.067,10.239,343,0,0,57,85.8,0.0,0.0,14.2,17.078,0.0,0.0,1516.2
233,14.89974774660046,85.75,0.0,19,0,31.75,31.01,1587.477,1550.5,-2.38,1.696,0.066,8.99,343,0,0,57,85.8,0.0,0.0,14.2,16.903,0.0,0.0,1516.2
234,14.151942336627537,85.75,0.0,24,0,32.036,31.01,1601.803,1550.5,-3.31,1.984,0.069,8.646,343,0,0,57,85.8,0.0,0.0,14.2,16.993,0.0,0.0,1516.2
235,13.575943917270896,85.75,0.0,28,0,32.257,31.01,1612.838,1550.5,-4.02,2.204,0.066,7.393,343,0,0,57,85.8,0.0,0.0,14.2,17.043,0.0,0.0,1516.2
236,14.957860529026638,85.75,0.0,19,0,31.76,31.01,1587.996,1550.5,-2.42,1.707,0.069,7.763,343,0,0,57,85.8,0.0,0.0,14.2,16.844,0.0,0.0,1516.2
237,13.32933969683163,85.75,0.0,30,0,32.379,31.01,1618.941,1550.5,-4.41,2.326,0.07,8.632,343,0,0,57,85.8,0.0,0.0,14.2,17.027,0.0,0.0,1516.2
238,13.740097473591973,85.75,0.0,27,0,32.2,31.01,1609.993,1550.5,-3.84,2.147,0.067,8.607,343,0,0,57,85.8,0.0,0.0,14.2,17.011,0.0,0.0,1516.2
239,14.412274993964314,85.75,0.0,22,0,31.924,31.01,1596.224,1550.5,-2.95,1.87,0.067,7.453,343,0,0,57,85.8,0.0,0.0,14.2,16.996,0.0,0.0,1516.2
240,14.245670385801747,85.75,0.0,23,0,31.981,31.01,1599.037,1550.5,-3.13,1.927,0.07,5.925,343,0,0,57,85.8,0.0,0.0,14.2,17.031,0.0,0.0,1516.2
241,13.796124704325154,85.75,0.0,23,0,31.998,31.01,1599.905,1550.5,-3.19,1.936,0.075,10.209,343,0,0,57,85.8,0.0,0.0,14.2,17.48,0.0,0.0,1516.2
242,13.583338946008011,85.75,0.0,29,0,32.321,31.01,1616.038,1550.5,-4.23,2.268,0.069,10.174,343,0,0,57,85.8,0.0,0.0,14.2,16.904,0.0,0.0,1516.2
243,14.586595274963518,85.75,0.0,21,0,31.857,31.01,1592.846,1550.5,-2.73,1.804,0.067,7.381,343,0,0,57,85.8,0.0,0.0,14.2,16.953,0.0,0.0,1516.2
244,15.58214590649685,85.75,0.0,14,0,31.461,31.01,1573.05,1550.5,-1.45,1.408,0.067,5.83,343,0,0,57,85.8,0.0,0.0,14.2,16.877,0.0,0.0,1516.2
245,13.152630151422994,85.75,0.0,31,0,32.438,31.01,1621.878,1550.5,-4.6,2.384,0.067,10.181,343,0,0,57,85.8,0.0,0.0,14.2,17.072,0.0,0.0,1516.2
246,14.058677394802936,85.75,0.0,24,0,32.09,31.01,1604.496,1550.5,-3.48,2.036,0.074,7.542,343,0,0,57,85.8,0.0,0.0,14.2,17.086,0.0,0.0,1516.2
247,14.278344426796354,85.75,0.0,23,0,32.005,31.01,1600.261,1550.5,-3.21,1.953,0.066,5.937,343,0,0,57,85.8,0.0,0.0,14.2,16.998,0.0,0.0,1516.2
248,14.093600390640342,85.75,0.0,24,0,32.071,31.01,1603.532,1550.5,-3.42,2.017,0.071,7.538,343,0,0,57,85.8,0.0,0.0,14.2,17.051,0.0,0.0,1516.2
249,14.105596058232033,85.75,0.0,24,0,32.061,31.01,1603.026,1550.5,-3.39,2.007,0.067,6.004,343,0,0,57,85.8,0.0,0.0,14.2,17.039,0.0,0.0,1516.2
250,19.475333212981102,85.75,0.0,21,0,31.557,31.01,1577.845,1550.5,-1.76,1.584,0.054,4.915,343,0,0,57,85.8,0.0,0.0,14.2,12.064,0.0,0.0,1516.2
251,15.017434345339893,85.75,0.0,16,0,31.606,31.01,1580.308,1550.5,-1.92,1.548,0.076,9.166,343,0,0,57,85.8,0.0,0.0,14.2,17.179,0.0,0.0,1516.2
252,14.029230888647023,85.75,0.0,25,0,32.119,31.01,1605.952,1550.5,-3.58,2.066,0.066,8.826,343,0,0,57,85.8,0.0,0.0,14.2,16.984,0.0,0.0,1516.2
253,14.12865852276194,85.75,0.0,23,0,32.012,31.01,1600.605,1550.5,-3.23,1.958,0.074,6.052,343,0,0,57,85.8,0.0,0.0,14.2,17.148,0.0,0.0,1516.2
254,14.38899664441946,85.75,0.0,22,0,31.944,31.01,1597.202,1550.5,-3.01,1.891,0.069,8.79,343,0,0,57,85.8,0.0,0.0,14.2,17.019,0.0,0.0,1516.2
255,14.5326951264768,85.75,0.0,21,0,31.894,31.01,1594.705,1550.5,-2.85,1.84,0.067,8.857,343,0,0,57,85.8,0.0,0.0,14.2,17.007,0.0,0.0,1516.2
256,15.28951256665448,85.75,0.0,16,0,31.601,31.01,1580.065,1550.5,-1.91,1.548,0.073,6.031,343,0,0,57,85.8,0.0,0.0,14.2,16.907,0.0,0.0,1516.2
257,14.440244866426877,85.75,0.0,22,0,31.953,31.01,1597.652,1550.5,-3.04,1.9,0.073,9.128,343,0,0,57,85.8,0.0,0.0,14.2,16.968,0.0,0.0,1516.2
258,14.687082339515339,85.75,0.0,20,0,31.829,31.01,1591.457,1550.5,-2.64,1.776,0.071,5.936,343,0,0,57,85.8,0.0,0.0,14.2,16.984,0.0,0.0,1516.2
259,14.520161969344233,85.75,0.0,21,0,31.895,31.01,1594.74,1550.5,-2.85,1.842,0.074,8.852,343,0,0,57,85.8,0.0,0.0,14.2,17.019,0.0,0.0,1516.2
260,13.711420523568464,85.75,0.0,27,0,32.244,31.01,1612.176,1550.5,-3.98,2.19,0.067,8.849,343,0,0,57,85.8,0.0,0.0,14.2,17.039,0.0,0.0,1516.2
261,13.886783798233449,85.75,0.0,22,0,31.962,31.01,1598.104,1550.5,-3.07,1.901,0.078,7.518,343,0,0,57,85.8,0.0,0.0,14.2,17.521,0.0,0.0,1516.2
262,13.957390949891874,85.75,0.0,25,0,32.126,31.01,1606.283,1550.5,-3.6,2.071,0.067,7.549,343,0,0,57,85.8,0.0,0.0,14.2,17.056,0.0,0.0,1516.2
263,14.266194625318564,85.75,0.0,23,0,32.002,31.01,1600.086,1550.5,-3.2,1.949,0.068,7.563,343,0,0,57,85.8,0.0,0.0,14.2,17.01,0.0,0.0,1516.2
264,15.384277832690422,85.75,0.0,15,0,31.529,31.01,1576.468,1550.5,-1.67,1.476,0.07,5.921,343,0,0,57,85.8,0.0,0.0,14.2,16.944,0.0,0.0,1516.2
265,14.765657457610953,85.75,0.0,20,0,31.829,31.01,1591.461,1550.5,-2.64,1.777,0.071,5.985,343,0,0,57,85.8,0.0,0.0,14.2,16.905,0.0,0.0,1516.2
266,14.518460093754445,85.75,0.0,21,0,31.899,31.01,1594.936,1550.5,-2.87,1.845,0.067,6.12,343,0,0,57,85.8,0.0,0.0,14.2,17.021,0.0,0.0,1516.2
267,13.407972986131794,85.75,0.0,29,0,32.361,31.01,1618.033,1550.5,-4.36,2.308,0.071,8.837,343,0,0,57,85.8,0.0,0.0,14.2,17.08,0.0,0.0,1516.2
268,14.138646353546784,85.75,0.0,24,0,32.068,31.01,1603.402,1550.5,-3.41,2.016,0.074,8.809,343,0,0,57,85.8,0.0,0.0,14.2,17.006,0.0,0.0,1516.2
269,13.557408757142198,85.75,0.0,27,0,32.244,31.01,1612.179,1550.5,-3.98,2.189,0.069,7.564,343,0,0,57,85.8,0.0,0.0,14.2,17.193,0.0,0.0,1516.2
270,14.07164718215193,85.75,0.0,24,0,32.093,31.01,1604.628,1550.5,-3.49,2.039,0.067,5.943,343,0,0,57,85.8,0.0,0.0,14.2,17.073,0.0,0.0,1516.2
271,13.874980419496435,85.75,0.0,20,0,31.998,31.01,1599.911,1550.5,-3.19,1.935,0.077,8.477,343,0,0,57,85.8,0.0,0.0,14.2,17.796,0.0,0.0,1516.2
272,15.42166613389371,85.75,0.0,14,0,31.525,31.01,1576.246,1550.5,-1.66,1.47,0.069,6.535,343,0,0,57,85.8,0.0,0.0,14.2,17.038,0.0,0.0,1516.2
273,14.168163567458793,85.75,0.0,23,0,32.021,31.01,1601.034,1550.5,-3.26,1.967,0.071,6.05,343,0,0,57,85.8,0.0,0.0,14.2,17.108,0.0,0.0,1516.2
