episode,total_reward,hit_rate_pct,prefetch_accuracy_pct,total_prefetches,useful_prefetches,avg_measured_latency_ms,avg_baseline_latency_ms,total_measured_latency_ms,total_baseline_latency_ms,latency_reduction_pct,avg_ttft_ms,median_ttft_ms,p95_ttft_ms,tier_L1,tier_L2,tier_L3,tier_MISS,tier_L1_pct,tier_L2_pct,tier_L3_pct,tier_MISS_pct,latency_L1_ms,latency_L2_ms,latency_L3_ms,latency_MISS_ms
274,14.539171179862795,85.75,0.0,21,0,31.948,31.01,1597.394,1550.5,-3.02,1.894,0.067,6.275,343,0,0,57,85.8,0.0,0.0,14.2,17.0,0.0,0.0,1516.2
275,15.0188940481096,85.75,0.0,18,0,31.767,31.01,1588.332,1550.5,-2.44,1.713,0.067,7.954,343,0,0,57,85.8,0.0,0.0,14.2,16.915,0.0,0.0,1516.2
276,14.462936082495478,85.75,0.0,21,0,31.956,31.01,1597.788,1550.5,-3.05,1.902,0.069,7.999,343,0,0,57,85.8,0.0,0.0,14.2,17.076,0.0,0.0,1516.2
277,14.62291342832091,85.75,0.0,20,0,31.849,31.01,1592.461,1550.5,-2.71,1.795,0.07,9.012,343,0,0,57,85.8,0.0,0.0,14.2,17.048,0.0,0.0,1516.2
278,15.02642975741061,85.75,0.0,18,0,31.716,31.01,1585.808,1550.5,-2.28,1.663,0.07,7.534,343,0,0,57,85.8,0.0,0.0,14.2,16.907,0.0,0.0,1516.2
279,15.164000224238471,85.75,0.0,17,0,31.661,31.01,1583.034,1550.5,-2.1,1.608,0.069,7.582,343,0,0,57,85.8,0.0,0.0,14.2,16.901,0.0,0.0,1516.2
280,14.962838106141374,85.75,0.0,18,0,31.715,31.01,1585.741,1550.5,-2.27,1.662,0.071,5.881,343,0,0,57,85.8,0.0,0.0,14.2,16.971,0.0,0.0,1516.2
281,13.944154854988522,85.75,0.0,22,0,31.96,31.01,1598.007,1550.5,-3.06,1.899,0.074,8.81,343,0,0,57,85.8,0.0,0.0,14.2,17.464,0.0,0.0,1516.2
282,15.129095258224034,85.75,0.0,17,0,31.667,31.01,1583.357,1550.5,-2.12,1.614,0.071,6.216,343,0,0,57,85.8,0.0,0.0,14.2,16.936,0.0,0.0,1516.2
283,14.023393155022518,85.75,0.0,25,0,32.122,31.01,1606.1,1550.5,-3.59,2.069,0.078,10.461,343,0,0,57,85.8,0.0,0.0,14.2,16.99,0.0,0.0,1516.2
284,14.641577998631735,85.75,0.0,21,0,31.892,31.01,1594.577,1550.5,-2.84,1.839,0.07,8.831,343,0,0,57,85.8,0.0,0.0,14.2,16.898,0.0,0.0,1516.2
285,14.5346501471839,85.75,0.0,21,0,31.898,31.01,1594.886,1550.5,-2.86,1.845,0.071,5.956,343,0,0,57,85.8,0.0,0.0,14.2,17.005,0.0,0.0,1516.2
286,14.845189764233927,85.75,0.0,19,0,31.779,31.01,1588.936,1550.5,-2.48,1.726,0.074,6.033,343,0,0,57,85.8,0.0,0.0,14.2,16.957,0.0,0.0,1516.2
287,14.060507465413354,85.75,0.0,23,0,32.118,31.01,1605.913,1550.5,-3.57,2.063,0.073,8.557,343,0,0,57,85.8,0.0,0.0,14.2,17.216,0.0,0.0,1516.2
288,20.035432973505053,85.75,0.0,14,0,31.3,31.01,1565.01,1550.5,-0.94,1.324,0.057,5.018,343,0,0,57,85.8,0.0,0.0,14.2,12.424,0.0,0.0,1516.2
289,18.44263047192111,85.75,0.0,23,0,31.694,31.01,1584.712,1550.5,-2.21,1.712,0.059,5.252,343,0,0,57,85.8,0.0,0.0,14.2,12.834,0.0,0.0,1516.2
290,20.520977306488287,85.75,0.0,13,0,31.173,31.01,1558.67,1550.5,-0.53,1.2,0.054,2.597,343,0,0,57,85.8,0.0,0.0,14.2,12.07,0.0,0.0,1516.2
291,18.103809003897936,85.75,0.0,25,0,31.803,31.01,1590.154,1550.5,-2.56,1.819,0.06,5.206,343,0,0,57,85.8,0.0,0.0,14.2,12.91,0.0,0.0,1516.2
292,20.64734578893231,85.75,0.0,11,0,31.107,31.01,1555.352,1550.5,-0.31,1.133,0.055,2.724,343,0,0,57,85.8,0.0,0.0,14.2,12.207,0.0,0.0,1516.2
293,18.75220804760977,85.75,0.0,25,0,31.791,31.01,1589.538,1550.5,-2.52,1.817,0.057,8.586,343,0,0,57,85.8,0.0,0.0,14.2,12.261,0.0,0.0,1516.2
294,14.754730256889225,85.75,0.0,17,0,31.674,31.01,1583.71,1550.5,-2.14,1.616,0.07,7.666,343,0,0,57,85.8,0.0,0.0,14.2,17.31,0.0,0.0,1516.2
295,15.798036257873452,85.75,0.0,10,0,31.268,31.01,1563.399,1550.5,-0.83,1.21,0.069,4.721,343,0,0,57,85.8,0.0,0.0,14.2,17.187,0.0,0.0,1516.2
296,20.679353097780663,85.75,0.0,14,0,31.241,31.01,1562.041,1550.5,-0.74,1.271,0.054,5.706,343,0,0,57,85.8,0.0,0.0,14.2,11.78,0.0,0.0,1516.2
297,19.743997191185233,85.75,0.0,21,0,31.513,31.01,1575.656,1550.5,-1.62,1.544,0.05,4.818,343,0,0,57,85.8,0.0,0.0,14.2,11.795,0.0,0.0,1516.2
298,20.695734072337913,85.75,0.0,14,0,31.195,31.01,1559.76,1550.5,-0.6,1.225,0.051,4.694,343,0,0,57,85.8,0.0,0.0,14.2,11.764,0.0,0.0,1516.2
299,19.4620427960845,85.75,0.0,22,0,31.56,31.01,1577.985,1550.5,-1.77,1.589,0.054,4.64,343,0,0,57,85.8,0.0,0.0,14.2,11.946,0.0,0.0,1516.2
300,20.70836103111604,85.75,0.0,14,0,31.195,31.01,1559.773,1550.5,-0.6,1.227,0.052,3.646,343,0,0,57,85.8,0.0,0.0,14.2,11.751,0.0,0.0,1516.2
301,18.44482517002455,85.75,0.0,24,0,31.672,31.01,1583.575,1550.5,-2.13,1.691,0.059,8.117,343,0,0,57,85.8,0.0,0.0,14.2,12.7,0.0,0.0,1516.2
302,19.656772094535743,85.75,0.0,21,0,31.514,31.01,1575.716,1550.5,-1.63,1.544,0.049,4.718,343,0,0,57,85.8,0.0,0.0,14.2,11.883,0.0,0.0,1516.2
303,20.14608502416401,85.75,0.0,18,0,31.367,31.01,1568.368,1550.5,-1.15,1.398,0.05,4.631,343,0,0,57,85.8,0.0,0.0,14.2,11.788,0.0,0.0,1516.2
304,19.248169434516274,85.75,0.0,23,0,31.614,31.01,1580.709,1550.5,-1.95,1.643,0.051,6.678,343,0,0,57,85.8,0.0,0.0,14.2,12.028,0.0,0.0,1516.2
305,20.004824599087858,85.75,0.0,19,0,31.427,31.01,1571.355,1550.5,-1.35,1.458,0.052,4.657,343,0,0,57,85.8,0.0,0.0,14.2,11.797,0.0,0.0,1516.2
306,19.859995302250038,85.75,0.0,20,0,31.442,31.01,1572.118,1550.5,-1.39,1.472,0.054,7.908,343,0,0,57,85.8,0.0,0.0,14.2,11.811,0.0,0.0,1516.2
307,20.76146616481809,85.75,0.0,14,0,31.201,31.01,1560.039,1550.5,-0.62,1.232,0.051,3.64,343,0,0,57,85.8,0.0,0.0,14.2,11.698,0.0,0.0,1516.2
308,18.118987939861643,85.75,0.0,32,0,32.007,31.01,1600.325,1550.5,-3.21,2.036,0.053,7.065,343,0,0,57,85.8,0.0,0.0,14.2,11.974,0.0,0.0,1516.2
309,20.607683067187722,85.75,0.0,14,0,31.196,31.01,1559.789,1550.5,-0.6,1.226,0.055,3.675,343,0,0,57,85.8,0.0,0.0,14.2,11.852,0.0,0.0,1516.2
310,20.188673008517313,85.75,0.0,18,0,31.36,31.01,1568.001,1550.5,-1.13,1.391,0.049,5.748,343,0,0,57,85.8,0.0,0.0,14.2,11.745,0.0,0.0,1516.2
311,18.469544690245346,85.75,0.0,23,0,31.646,31.01,1582.288,1550.5,-2.05,1.664,0.062,5.768,343,0,0,57,85.8,0.0,0.0,14.2,12.807,0.0,0.0,1516.2
312,20.475501589375085,85.75,0.0,16,0,31.29,31.01,1564.511,1550.5,-0.9,1.321,0.048,5.857,343,0,0,57,85.8,0.0,0.0,14.2,11.721,0.0,0.0,1516.2
313,19.80740840590502,85.75,0.0,20,0,31.483,31.01,1574.173,1550.5,-1.53,1.513,0.048,5.822,343,0,0,57,85.8,0.0,0.0,14.2,11.863,0.0,0.0,1516.2
314,20.649112144211625,85.75,0.0,13,0,31.164,31.01,1558.184,1550.5,-0.5,1.194,0.061,3.664,343,0,0,57,85.8,0.0,0.0,14.2,11.942,0.0,0.0,1516.2
315,19.09357096412498,85.75,0.0,25,0,31.715,31.01,1585.726,1550.5,-2.27,1.746,0.051,5.97,343,0,0,57,85.8,0.0,0.0,14.2,11.92,0.0,0.0,1516.2
316,17.520051474084553,85.75,0.0,27,0,32.452,31.01,1622.619,1550.5,-4.65,2.467,0.066,10.542,343,0,0,57,85.8,0.0,0.0,14.2,13.231,0.0,0.0,1516.2
317,14.709591431165475,85.75,0.0,20,0,32.083,31.01,1604.172,1550.5,-3.46,2.027,0.061,8.395,343,0,0,57,85.8,0.0,0.0,14.2,16.961,0.0,0.0,1516.2
318,20.124427059483665,85.75,0.0,18,0,31.375,31.01,1568.733,1550.5,-1.18,1.405,0.055,4.619,343,0,0,57,85.8,0.0,0.0,14.2,11.809,0.0,0.0,1516.2
319,18.297360877324778,85.75,0.0,18,0,31.647,31.01,1582.347,1550.5,-2.05,1.653,0.064,8.137,343,0,0,57,85.8,0.0,0.0,14.2,13.636,0.0,0.0,1516.2
320,20.186314535807355,85.75,0.0,16,0,31.344,31.01,1567.178,1550.5,-1.08,1.372,0.053,5.552,343,0,0,57,85.8,0.0,0.0,14.2,12.01,0.0,0.0,1516.2
321,19.31874646325073,85.75,0.0,20,0,31.485,31.01,1574.238,1550.5,-1.53,1.508,0.058,5.819,343,0,0,57,85.8,0.0,0.0,14.2,12.352,0.0,0.0,1516.2
322,20.372576089492277,85.75,0.0,17,0,31.322,31.01,1566.097,1550.5,-1.01,1.353,0.049,6.836,343,0,0,57,85.8,0.0,0.0,14.2,11.693,0.0,0.0,1516.2
323,21.218590105089522,85.75,0.0,10,0,31.014,31.01,1550.703,1550.5,-0.01,1.043,0.053,3.622,343,0,0,57,85.8,0.0,0.0,14.2,11.767,0.0,0.0,1516.2
324,19.67589139749239,85.75,0.0,20,0,31.475,31.01,1573.767,1550.5,-1.5,1.504,0.058,4.675,343,0,0,57,85.8,0.0,0.0,14.2,11.995,0.0,0.0,1516.2
325,19.212099085723302,85.75,0.0,24,0,31.661,31.01,1583.057,1550.5,-2.1,1.691,0.052,4.686,343,0,0,57,85.8,0.0,0.0,14.2,11.933,0.0,0.0,1516.2
326,14.31293240093569,85.75,0.0,20,0,31.839,31.01,1591.966,1550.5,-2.67,1.78,0.068,6.005,343,0,0,57,85.8,0.0,0.0,14.2,17.358,0.0,0.0,1516.2
327,14.115766107793068,85.75,0.0,21,0,31.91,31.01,1595.506,1550.5,-2.9,1.85,0.073,7.574,343,0,0,57,85.8,0.0,0.0,14.2,17.424,0.0,0.0,1516.2
328,17.310014978323036,85.75,0.0,11,0,31.219,31.01,1560.949,1550.5,-0.67,1.189,0.065,5.528,343,0,0,57,85.8,0.0,0.0,14.2,15.544,0.0,0.0,1516.2
329,20.84484985393183,85.75,0.0,11,0,31.087,31.01,1554.337,1550.5,-0.25,1.113,0.055,2.569,343,0,0,57,85.8,0.0,0.0,14.2,12.009,0.0,0.0,1516.2
330,20.67791600133469,85.75,0.0,11,0,31.131,31.01,1556.533,1550.5,-0.39,1.156,0.054,3.164,343,0,0,57,85.8,0.0,0.0,14.2,12.176,0.0,0.0,1516.2
331,18.36781380058623,85.75,0.0,22,0,31.739,31.01,1586.961,1550.5,-2.35,1.754,0.062,7.465,343,0,0,57,85.8,0.0,0.0,14.2,13.04,0.0,0.0,1516.2
332,19.752102687773245,85.75,0.0,18,0,31.499,31.01,1574.937,1550.5,-1.58,1.525,0.053,6.644,343,0,0,57,85.8,0.0,0.0,14.2,12.182,0.0,0.0,1516.2
333,19.135910678099425,85.75,0.0,23,0,31.66,31.01,1583.018,1550.5,-2.1,1.688,0.056,5.04,343,0,0,57,85.8,0.0,0.0,14.2,12.141,0.0,0.0,1516.2
334,19.360653665507055,85.75,0.0,22,0,31.608,31.01,1580.408,1550.5,-1.93,1.636,0.054,6.003,343,0,0,57,85.8,0.0,0.0,14.2,12.047,0.0,0.0,1516.2
335,19.488203159639713,85.75,0.0,21,0,31.551,31.01,1577.572,1550.5,-1.75,1.579,0.053,5.987,343,0,0,57,85.8,0.0,0.0,14.2,12.051,0.0,0.0,1516.2
336,20.125249402611985,85.75,0.0,16,0,31.313,31.01,1565.628,1550.5,-0.98,1.34,0.055,4.73,343,0,0,57,85.8,0.0,0.0,14.2,12.071,0.0,0.0,1516.2
337,19.06013159409962,85.75,0.0,23,0,31.66,31.01,1582.98,1550.5,-2.09,1.686,0.053,6.03,343,0,0,57,85.8,0.0,0.0,14.2,12.216,0.0,0.0,1516.2
338,19.985704248087018,85.75,0.0,16,0,31.324,31.01,1566.223,1550.5,-1.01,1.349,0.055,4.888,343,0,0,57,85.8,0.0,0.0,14.2,12.211,0.0,0.0,1516.2
339,18.208944219154407,85.75,0.0,21,0,31.988,31.01,1599.392,1550.5,-3.15,2.001,0.061,6.253,343,0,0,57,85.8,0.0,0.0,14.2,13.33,0.0,0.0,1516.2
340,15.795475594419676,85.75,0.0,19,0,31.918,31.01,1595.887,1550.5,-2.93,1.894,0.09,7.165,343,0,0,57,85.8,0.0,0.0,14.2,16.007,0.0,0.0,1516.2
341,14.300875695259,85.75,0.0,19,0,31.817,31.01,1590.874,1550.5,-2.6,1.757,0.077,7.797,343,0,0,57,85.8,0.0,0.0,14.2,17.501,0.0,0.0,1516.2
342,14.530610259030116,85.75,0.0,21,0,31.927,31.01,1596.371,1550.5,-2.96,1.873,0.066,9.092,343,0,0,57,85.8,0.0,0.0,14.2,17.009,0.0,0.0,1516.2
343,14.93975791707242,85.75,0.0,15,0,31.722,31.01,1586.104,1550.5,-2.3,1.662,0.069,9.117,343,0,0,57,85.8,0.0,0.0,14.2,17.388,0.0,0.0,1516.2
344,14.257768105821786,85.75,0.0,21,0,31.908,31.01,1595.415,1550.5,-2.9,1.851,0.074,7.723,343,0,0,57,85.8,0.0,0.0,14.2,17.282,0.0,0.0,1516.2
345,14.528439426067646,85.75,0.0,20,0,31.882,31.01,1594.077,1550.5,-2.81,1.826,0.068,7.872,343,0,0,57,85.8,0.0,0.0,14.2,17.142,0.0,0.0,1516.2
346,14.734572798548887,85.75,0.0,19,0,31.807,31.01,1590.365,1550.5,-2.57,1.753,0.071,6.146,343,0,0,57,85.8,0.0,0.0,14.2,17.068,0.0,0.0,1516.2
347,14.880110788210244,85.75,0.0,18,0,31.701,31.01,1585.051,1550.5,-2.23,1.648,0.078,5.814,343,0,0,57,85.8,0.0,0.0,14.2,17.054,0.0,0.0,1516.2
348,14.680341266649204,85.75,0.0,20,0,31.81,31.01,1590.515,1550.5,-2.58,1.756,0.069,5.862,343,0,0,57,85.8,0.0,0.0,14.2,16.991,0.0,0.0,1516.2
349,13.97855190845951,85.75,0.0,25,0,32.102,31.01,1605.118,1550.5,-3.52,2.049,0.069,7.527,343,0,0,57,85.8,0.0,0.0,14.2,17.035,0.0,0.0,1516.2
350,15.1236463226706,85.75,0.0,17,0,31.638,31.01,1581.881,1550.5,-2.02,1.585,0.066,5.817,343,0,0,57,85.8,0.0,0.0,14.2,16.942,0.0,0.0,1516.2
351,15.555090803575606,85.75,0.0,11,0,31.309,31.01,1565.474,1550.5,-0.97,1.25,0.075,6.038,343,0,0,57,85.8,0.0,0.0,14.2,17.299,0.0,0.0,1516.2
352,14.913690904206545,85.75,0.0,18,0,31.704,31.01,1585.189,1550.5,-2.24,1.65,0.072,6.22,343,0,0,57,85.8,0.0,0.0,14.2,17.02,0.0,0.0,1516.2
353,15.107711589793212,85.75,0.0,16,0,31.587,31.01,1579.34,1550.5,-1.86,1.531,0.072,5.784,343,0,0,57,85.8,0.0,0.0,14.2,17.089,0.0,0.0,1516.2
354,14.31806546557094,85.75,0.0,23,0,31.988,31.01,1599.408,1550.5,-3.15,1.935,0.07,7.436,343,0,0,57,85.8,0.0,0.0,14.2,16.958,0.0,0.0,1516.2
355,14.746807357733498,85.75,0.0,20,0,31.814,31.01,1590.686,1550.5,-2.59,1.761,0.071,5.921,343,0,0,57,85.8,0.0,0.0,14.2,16.924,0.0,0.0,1516.2
356,14.891222441350578,85.75,0.0,16,0,31.733,31.01,1586.672,1550.5,-2.33,1.677,0.066,7.509,343,0,0,57,85.8,0.0,0.0,14.2,17.305,0.0,0.0,1516.2
357,14.745923583465318,85.75,0.0,19,0,31.809,31.01,1590.47,1550.5,-2.58,1.756,0.072,6.119,343,0,0,57,85.8,0.0,0.0,14.2,17.056,0.0,0.0,1516.2
358,15.338565559490121,85.75,0.0,16,0,31.58,31.01,1578.985,1550.5,-1.84,1.527,0.068,5.835,343,0,0,57,85.8,0.0,0.0,14.2,16.858,0.0,0.0,1516.2
359,15.330403652173004,85.75,0.0,16,0,31.588,31.01,1579.401,1550.5,-1.86,1.536,0.072,5.881,343,0,0,57,85.8,0.0,0.0,14.2,16.866,0.0,0.0,1516.2
360,14.970135062169232,85.75,0.0,18,0,31.701,31.01,1585.065,1550.5,-2.23,1.648,0.07,5.857,343,0,0,57,85.8,0.0,0.0,14.2,16.964,0.0,0.0,1516.2
361,13.806871497448116,85.75,0.0,23,0,32.002,31.01,1600.108,1550.5,-3.2,1.943,0.076,7.454,343,0,0,57,85.8,0.0,0.0,14.2,17.47,0.0,0.0,1516.2
362,15.25943054190418,85.75,0.0,16,0,31.583,31.01,1579.152,1550.5,-1.85,1.529,0.067,5.904,343,0,0,57,85.8,0.0,0.0,14.2,16.937,0.0,0.0,1516.2
363,14.826540728169183,85.75,0.0,19,0,31.757,31.01,1587.848,1550.5,-2.41,1.704,0.069,5.841,343,0,0,57,85.8,0.0,0.0,14.2,16.976,0.0,0.0,1516.2
364,15.702539481764044,85.75,0.0,13,0,31.407,31.01,1570.359,1550.5,-1.28,1.354,0.068,5.793,343,0,0,57,85.8,0.0,0.0,14.2,16.889,0.0,0.0,1516.2
365,15.81368542411955,85.75,0.0,13,0,31.409,31.01,1570.472,1550.5,-1.29,1.358,0.07,5.854,343,0,0,57,85.8,0.0,0.0,14.2,16.777,0.0,0.0,1516.2
366,15.29355572898919,85.75,0.0,16,0,31.585,31.01,1579.237,1550.5,-1.85,1.532,0.068,5.853,343,0,0,57,85.8,0.0,0.0,14.2,16.903,0.0,0.0,1516.2
367,15.369517868730036,85.75,0.0,15,0,31.527,31.01,1576.366,1550.5,-1.67,1.474,0.071,5.849,343,0,0,57,85.8,0.0,0.0,14.2,16.959,0.0,0.0,1516.2
368,15.055941281523763,85.75,0.0,17,0,31.657,31.01,1582.826,1550.5,-2.08,1.602,0.066,5.852,343,0,0,57,85.8,0.0,0.0,14.2,17.009,0.0,0.0,1516.2
369,17.62470855629662,85.75,0.0,13,0,31.209,31.01,1560.473,1550.5,-0.64,1.188,0.064,4.429,343,0,0,57,85.8,0.0,0.0,14.2,14.966,0.0,0.0,1516.2
370,20.57902467820866,85.75,0.0,15,0,31.214,31.01,1560.701,1550.5,-0.66,1.245,0.048,4.449,343,0,0,57,85.8,0.0,0.0,14.2,11.749,0.0,0.0,1516.2
371,20.01395121796621,85.75,0.0,14,0,31.192,31.01,1559.584,1550.5,-0.59,1.212,0.056,4.519,343,0,0,57,85.8,0.0,0.0,14.2,12.446,0.0,0.0,1516.2
372,20.308552071717777,85.75,0.0,17,0,31.301,31.01,1565.055,1550.5,-0.94,1.332,0.056,4.617,343,0,0,57,85.8,0.0,0.0,14.2,11.757,0.0,0.0,1516.2
373,20.403527067308524,85.75,0.0,17,0,31.29,31.01,1564.493,1550.5,-0.9,1.321,0.051,4.418,343,0,0,57,85.8,0.0,0.0,14.2,11.662,0.0,0.0,1516.2
374,20.699654802210425,85.75,0.0,15,0,31.212,31.01,1560.611,1550.5,-0.65,1.245,0.05,4.531,343,0,0,57,85.8,0.0,0.0,14.2,11.628,0.0,0.0,1516.2
375,20.36346559367655,85.75,0.0,16,0,31.261,31.01,1563.039,1550.5,-0.81,1.291,0.056,4.487,343,0,0,57,85.8,0.0,0.0,14.2,11.833,0.0,0.0,1516.2
376,21.647003444263202,85.75,0.0,9,0,30.949,31.01,1547.453,1550.5,0.2,0.982,0.05,2.314,343,0,0,57,85.8,0.0,0.0,14.2,11.47,0.0,0.0,1516.2
377,21.138545636610704,85.75,0.0,12,0,31.083,31.01,1554.163,1550.5,-0.24,1.116,0.051,3.542,343,0,0,57,85.8,0.0,0.0,14.2,11.584,0.0,0.0,1516.2
378,21.21987184513537,85.75,0.0,11,0,31.046,31.01,1552.276,1550.5,-0.11,1.077,0.05,3.557,343,0,0,57,85.8,0.0,0.0,14.2,11.634,0.0,0.0,1516.2
379,20.50322097236829,85.75,0.0,15,0,31.239,31.01,1561.953,1550.5,-0.74,1.269,0.054,4.321,343,0,0,57,85.8,0.0,0.0,14.2,11.825,0.0,0.0,1516.2
380,20.809039198771174,85.75,0.0,14,0,31.176,31.01,1558.795,1550.5,-0.53,1.209,0.052,4.477,343,0,0,57,85.8,0.0,0.0,14.2,11.651,0.0,0.0,1516.2
381,20.72487127002997,85.75,0.0,10,0,31.033,31.01,1551.641,1550.5,-0.07,1.055,0.055,4.519,343,0,0,57,85.8,0.0,0.0,14.2,12.261,0.0,0.0,1516.2
382,20.213156118323305,85.75,0.0,17,0,31.32,31.01,1566.015,1550.5,-1.0,1.35,0.049,4.326,343,0,0,57,85.8,0.0,0.0,14.2,11.852,0.0,0.0,1516.2
383,21.19150971124591,85.75,0.0,11,0,31.076,31.01,1553.824,1550.5,-0.21,1.108,0.048,4.541,343,0,0,57,85.8,0.0,0.0,14.2,11.662,0.0,0.0,1516.2
384,20.457568893088755,85.75,0.0,15,0,31.381,31.01,1569.071,1550.5,-1.2,1.41,0.049,6.466,343,0,0,57,85.8,0.0,0.0,14.2,11.871,0.0,0.0,1516.2
385,20.94007933356924,85.75,0.0,13,0,31.14,31.01,1557.01,1550.5,-0.42,1.172,0.053,3.678,343,0,0,57,85.8,0.0,0.0,14.2,11.651,0.0,0.0,1516.2
386,20.85914043146776,85.75,0.0,13,0,31.13,31.01,1556.514,1550.5,-0.39,1.161,0.053,4.451,343,0,0,57,85.8,0.0,0.0,14.2,11.732,0.0,0.0,1516.2
387,19.933225610945062,85.75,0.0,19,0,31.386,31.01,1569.298,1550.5,-1.21,1.416,0.052,5.446,343,0,0,57,85.8,0.0,0.0,14.2,11.869,0.0,0.0,1516.2
388,20.925047277897914,85.75,0.0,13,0,31.127,31.01,1556.365,1550.5,-0.38,1.159,0.051,4.386,343,0,0,57,85.8,0.0,0.0,14.2,11.666,0.0,0.0,1516.2
389,21.2364357954747,85.75,0.0,11,0,31.039,31.01,1551.945,1550.5,-0.09,1.071,0.05,2.374,343,0,0,57,85.8,0.0,0.0,14.2,11.618,0.0,0.0,1516.2
390,19.197702904632266,85.75,0.0,18,0,31.478,31.01,1573.892,1550.5,-1.51,1.495,0.059,4.853,343,0,0,57,85.8,0.0,0.0,14.2,12.736,0.0,0.0,1516.2
391,14.496795194550474,85.75,0.0,14,0,31.654,31.01,1582.711,1550.5,-2.08,1.587,0.08,7.393,343,0,0,57,85.8,0.0,0.0,14.2,17.963,0.0,0.0,1516.2
392,15.486517151256255,85.75,0.0,10,0,31.302,31.01,1565.093,1550.5,-0.94,1.241,0.077,5.037,343,0,0,57,85.8,0.0,0.0,14.2,17.499,0.0,0.0,1516.2
393,15.745949110753738,85.75,0.0,11,0,31.314,31.01,1565.691,1550.5,-0.98,1.257,0.076,4.78,343,0,0,57,85.8,0.0,0.0,14.2,17.108,0.0,0.0,1516.2
394,14.32852479280795,85.75,0.0,22,0,32.015,31.01,1600.736,1550.5,-3.24,1.961,0.069,7.93,343,0,0,57,85.8,0.0,0.0,14.2,17.079,0.0,0.0,1516.2
395,14.963621624759867,85.75,0.0,16,0,31.646,31.01,1582.316,1550.5,-2.05,1.59,0.071,6.266,343,0,0,57,85.8,0.0,0.0,14.2,17.233,0.0,0.0,1516.2
396,14.732751677213185,85.75,0.0,18,0,31.759,31.01,1587.966,1550.5,-2.42,1.703,0.073,7.845,343,0,0,57,85.8,0.0,0.0,14.2,17.201,0.0,0.0,1516.2
397,14.067359023619286,85.75,0.0,22,0,32.005,31.01,1600.267,1550.5,-3.21,1.949,0.079,6.213,343,0,0,57,85.8,0.0,0.0,14.2,17.341,0.0,0.0,1516.2
398,15.098184247013238,85.75,0.0,14,0,31.579,31.01,1578.956,1550.5,-1.84,1.52,0.075,5.207,343,0,0,57,85.8,0.0,0.0,14.2,17.361,0.0,0.0,1516.2
399,15.357278572973591,85.75,0.0,15,0,31.554,31.01,1577.698,1550.5,-1.75,1.5,0.073,6.062,343,0,0,57,85.8,0.0,0.0,14.2,16.971,0.0,0.0,1516.2
400,15.659373349818717,85.75,0.0,13,0,31.433,31.01,1571.649,1550.5,-1.36,1.379,0.067,4.697,343,0,0,57,85.8,0.0,0.0,14.2,16.932,0.0,0.0,1516.2
401,14.981070156768952,85.75,0.0,14,0,31.524,31.01,1576.223,1550.5,-1.66,1.464,0.078,6.113,343,0,0,57,85.8,0.0,0.0,14.2,17.479,0.0,0.0,1516.2
402,14.981606031353534,85.75,0.0,18,0,31.711,31.01,1585.544,1550.5,-2.26,1.657,0.071,5.928,343,0,0,57,85.8,0.0,0.0,14.2,16.952,0.0,0.0,1516.2
403,14.952977903005616,85.75,0.0,18,0,31.708,31.01,1585.415,1550.5,-2.25,1.655,0.07,5.924,343,0,0,57,85.8,0.0,0.0,14.2,16.981,0.0,0.0,1516.2
404,14.978977999119037,85.75,0.0,18,0,31.71,31.01,1585.477,1550.5,-2.26,1.656,0.068,7.487,343,0,0,57,85.8,0.0,0.0,14.2,16.955,0.0,0.0,1516.2
405,14.971239086873778,85.75,0.0,18,0,31.721,31.01,1586.064,1550.5,-2.29,1.667,0.067,6.174,343,0,0,57,85.8,0.0,0.0,14.2,16.963,0.0,0.0,1516.2
406,15.734231399447973,85.75,0.0,13,0,31.416,31.01,1570.798,1550.5,-1.31,1.363,0.067,5.921,343,0,0,57,85.8,0.0,0.0,14.2,16.857,0.0,0.0,1516.2
407,15.543462259206978,85.75,0.0,14,0,31.479,31.01,1573.963,1550.5,-1.51,1.426,0.069,5.947,343,0,0,57,85.8,0.0,0.0,14.2,16.916,0.0,0.0,1516.2
408,14.909856998412819,85.75,0.0,18,0,31.712,31.01,1585.61,1550.5,-2.26,1.658,0.067,7.512,343,0,0,57,85.8,0.0,0.0,14.2,17.024,0.0,0.0,1516.2
409,16.007829873745234,85.75,0.0,11,0,31.302,31.01,1565.125,1550.5,-0.94,1.25,0.071,4.616,343,0,0,57,85.8,0.0,0.0,14.2,16.846,0.0,0.0,1516.2
410,17.89741165860241,85.75,0.0,12,0,31.195,31.01,1559.726,1550.5,-0.6,1.174,0.063,5.053,343,0,0,57,85.8,0.0,0.0,14.2,14.825,0.0,0.0,1516.2
411,19.301666145245754,85.75,0.0,17,0,31.389,31.01,1569.428,1550.5,-1.22,1.405,0.06,4.797,343,0,0,57,85.8,0.0,0.0,14.2,12.764,0.0,0.0,1516.2
412,20.356347691613045,85.75,0.0,15,0,31.289,31.01,1564.471,1550.5,-0.9,1.317,0.05,4.875,343,0,0,57,85.8,0.0,0.0,14.2,11.972,0.0,0.0,1516.2
413,18.889043772766943,85.75,0.0,12,0,31.282,31.01,1564.124,1550.5,-0.88,1.289,0.067,4.49,343,0,0,57,85.8,0.0,0.0,14.2,13.833,0.0,0.0,1516.2
