episode,total_reward,hit_rate_pct,prefetch_accuracy_pct,total_prefetches,useful_prefetches,avg_measured_latency_ms,avg_baseline_latency_ms,total_measured_latency_ms,tier_L1,tier_L2,tier_L3,tier_MISS
640,-380.43354449321924,0.0,0.0,222,0,14.15,12.7,707.36,0,0,0,50
641,-344.12394350503075,0.0,0.0,223,0,14.07,12.7,703.27,0,0,0,50
642,-365.93016108189215,0.0,0.0,241,0,14.04,12.7,701.9,0,0,0,50
643,-314.545205179755,0.0,0.0,204,0,14.05,12.7,702.27,0,0,0,50
644,-360.8469152703402,0.0,0.0,246,0,14.0,12.7,699.9,0,0,0,50
645,-348.6979083794655,0.0,0.0,223,0,14.03,12.7,701.61,0,0,0,50
646,-397.9877739819108,0.0,0.0,239,0,14.19,12.7,709.27,0,0,0,50
647,-356.673981283856,0.0,0.0,231,0,14.1,12.7,704.82,0,0,0,50
648,-313.748115275,0.0,0.0,209,0,13.99,12.7,699.56,0,0,0,50
649,-346.2375480039629,0.0,0.0,225,0,14.03,12.7,701.63,0,0,0,50
650,-329.6767777203258,0.0,0.0,216,0,14.02,12.7,700.89,0,0,0,50
651,-325.99674606095914,0.0,0.0,203,0,14.07,12.7,703.54,0,0,0,50
652,-329.0001147534532,0.0,0.0,205,0,14.04,12.7,701.99,0,0,0,50
653,-364.4665900986755,0.0,0.0,232,0,14.04,12.7,702.23,0,0,0,50
654,-338.6684656199683,0.0,0.0,228,0,14.0,12.7,700.23,0,0,0,50
655,-337.89965551228903,0.0,0.0,213,0,14.05,12.7,702.64,0,0,0,50
656,-327.42755141478386,0.0,0.0,211,0,14.04,12.7,702.19,0,0,0,50
657,-321.261707854736,0.0,0.0,213,0,14.0,12.7,699.82,0,0,0,50
658,-331.7710652335083,0.0,0.0,225,0,13.99,12.7,699.29,0,0,0,50
659,-358.95920160568755,0.0,0.0,232,0,14.04,12.7,701.83,0,0,0,50
660,-331.29150838730254,0.0,0.0,219,0,14.0,12.7,700.11,0,0,0,50
661,-326.45866501975587,0.0,0.0,207,0,14.06,12.7,703.23,0,0,0,50
662,-336.43665253086084,0.0,0.0,209,0,14.03,12.7,701.74,0,0,0,50
663,-370.851011975644,0.0,0.0,220,0,14.08,12.7,703.75,0,0,0,50
664,-447.9589780295288,0.0,0.0,223,0,14.41,12.7,720.47,0,0,0,50
665,-442.89690063214,0.0,0.0,218,0,14.41,12.7,720.53,0,0,0,50
666,-363.20005528571545,0.0,0.0,215,0,14.51,12.7,725.33,0,0,0,50
667,-335.0251278194852,0.0,0.0,223,0,14.0,12.7,700.23,0,0,0,50
668,-380.06564412030434,0.0,0.0,217,0,14.12,12.7,705.88,0,0,0,50
669,-337.01593847758465,0.0,0.0,219,0,14.04,12.7,701.76,0,0,0,50
670,-326.1106587900738,0.0,0.0,217,0,13.99,12.7,699.75,0,0,0,50
671,-333.15126517668386,0.0,0.0,198,0,14.12,12.7,705.89,0,0,0,50
672,-332.3323731388327,0.0,0.0,211,0,14.04,12.7,702.05,0,0,0,50
673,-347.9516541158635,0.0,0.0,222,0,14.05,12.7,702.66,0,0,0,50
674,-337.5451471048414,0.0,0.0,218,0,14.03,12.7,701.26,0,0,0,50
675,-345.5894083254328,0.0,0.0,219,0,14.04,12.7,702.21,0,0,0,50
676,-335.6721035104772,0.0,0.0,212,0,14.04,12.7,702.21,0,0,0,50
677,-348.37418087222943,0.0,0.0,228,0,14.03,12.7,701.64,0,0,0,50
678,-361.06368599836685,0.0,0.0,232,0,14.03,12.7,701.73,0,0,0,50
679,-317.5147837298603,0.0,0.0,209,0,14.0,12.7,700.22,0,0,0,50
680,-344.5874392828831,0.0,0.0,214,0,14.37,12.7,718.7,0,0,0,50
681,-347.98142234416747,0.0,0.0,209,0,14.13,12.7,706.74,0,0,0,50
682,-377.3324583940528,0.0,0.0,222,0,14.09,12.7,704.41,0,0,0,50
683,-358.945703185375,0.0,0.0,223,0,14.12,12.7,705.98,0,0,0,50
684,-337.0581079039013,0.0,0.0,220,0,14.01,12.7,700.68,0,0,0,50
685,-333.16697189477753,0.0,0.0,207,0,14.06,12.7,702.81,0,0,0,50
686,-320.8072268100651,0.0,0.0,210,0,14.01,12.7,700.74,0,0,0,50
687,-338.80225771871153,0.0,0.0,224,0,14.01,12.7,700.65,0,0,0,50
688,-360.7374535733189,0.0,0.0,200,0,14.14,12.7,707.09,0,0,0,50
689,-331.87282193860807,0.0,0.0,218,0,14.01,12.7,700.58,0,0,0,50
690,-322.193387168674,0.0,0.0,207,0,14.01,12.7,700.73,0,0,0,50
691,-338.958410387304,0.0,0.0,195,0,14.14,12.7,707.02,0,0,0,50
692,-366.98621323456877,0.0,0.0,211,0,14.11,12.7,705.49,0,0,0,50
693,-340.93967517789497,0.0,0.0,226,0,14.04,12.7,701.9,0,0,0,50
694,-356.46606572517396,0.0,0.0,223,0,14.0,12.7,700.18,0,0,0,50
695,-386.4280764219676,0.0,0.0,215,0,14.15,12.7,707.56,0,0,0,50
696,-343.9148421026217,0.0,0.0,228,0,14.01,12.7,700.62,0,0,0,50
697,-320.1841681821602,0.0,0.0,208,0,14.01,12.7,700.4,0,0,0,50
698,-343.6480724401008,0.0,0.0,226,0,14.02,12.7,700.86,0,0,0,50
699,-323.5875151208847,0.0,0.0,211,0,14.01,12.7,700.52,0,0,0,50
700,-367.5413299252149,0.0,0.0,201,0,14.14,12.7,706.97,0,0,0,50
701,-341.68550161257895,0.0,0.0,217,0,14.07,12.7,703.59,0,0,0,50
702,-316.6856444326143,0.0,0.0,209,0,14.0,12.7,699.87,0,0,0,50
703,-320.8829455334157,0.0,0.0,188,0,14.08,12.7,703.92,0,0,0,50
704,-322.99035161444726,0.0,0.0,208,0,14.02,12.7,700.98,0,0,0,50
705,-318.6013834363149,0.0,0.0,205,0,14.01,12.7,700.63,0,0,0,50
706,-394.8912301030022,0.0,0.0,211,0,14.13,12.7,706.55,0,0,0,50
707,-333.53274840050346,0.0,0.0,223,0,14.0,12.7,699.94,0,0,0,50
708,-340.59542274277493,0.0,0.0,209,0,14.06,12.7,703.12,0,0,0,50
709,-470.85097378828766,0.0,0.0,232,0,14.46,12.7,723.12,0,0,0,50
710,-465.55830032535926,0.0,0.0,228,0,14.43,12.7,721.66,0,0,0,50
711,-491.58366231080527,0.0,0.0,221,0,14.54,12.7,727.24,0,0,0,50
712,-416.43057726334615,0.0,0.0,200,0,14.42,12.7,721.03,0,0,0,50
713,-462.80630250632964,0.0,0.0,214,0,14.51,12.7,725.26,0,0,0,50
714,-392.99051882254884,0.0,0.0,188,0,14.41,12.7,720.5,0,0,0,50
715,-449.2877348638416,0.0,0.0,214,0,14.45,12.7,722.57,0,0,0,50
716,-415.82229422517474,0.0,0.0,202,0,14.41,12.7,720.62,0,0,0,50
717,-485.09015965107307,0.0,0.0,231,0,14.43,12.7,721.25,0,0,0,50
718,-438.5806402142718,0.0,0.0,215,0,14.42,12.7,720.88,0,0,0,50
719,-441.9169167708882,0.0,0.0,214,0,14.43,12.7,721.59,0,0,0,50
720,-443.91589052394335,0.0,0.0,218,0,14.41,12.7,720.75,0,0,0,50
721,-472.80490670600096,0.0,0.0,211,0,14.52,12.7,725.81,0,0,0,50
722,-440.761231479958,0.0,0.0,211,0,14.44,12.7,722.03,0,0,0,50
723,-445.59972649654935,0.0,0.0,219,0,14.42,12.7,720.83,0,0,0,50
724,-461.67723587498784,0.0,0.0,225,0,14.43,12.7,721.27,0,0,0,50
725,-481.91152043641875,0.0,0.0,237,0,14.43,12.7,721.74,0,0,0,50
726,-441.18731004313116,0.0,0.0,216,0,14.42,12.7,721.02,0,0,0,50
727,-431.71890638015947,0.0,0.0,207,0,14.43,12.7,721.54,0,0,0,50
728,-452.4921639064468,0.0,0.0,216,0,14.8,12.7,739.95,0,0,0,50
729,-433.41968308554306,0.0,0.0,208,0,14.44,12.7,721.81,0,0,0,50
730,-400.3224490035451,0.0,0.0,192,0,14.42,12.7,720.75,0,0,0,50
731,-460.6379911112813,0.0,0.0,208,0,14.5,12.7,724.9,0,0,0,50
732,-460.7535261437969,0.0,0.0,196,0,14.61,12.7,730.33,0,0,0,50
733,-515.0733881162937,0.0,0.0,239,0,14.52,12.7,725.76,0,0,0,50
734,-428.069224103939,0.0,0.0,209,0,14.41,12.7,720.65,0,0,0,50
735,-472.14055970094574,0.0,0.0,213,0,14.52,12.7,725.98,0,0,0,50
736,-478.73022864562296,0.0,0.0,218,0,14.51,12.7,725.61,0,0,0,50
737,-442.23598146150914,0.0,0.0,201,0,14.48,12.7,724.0,0,0,0,50
738,-367.2210124562049,0.0,0.0,223,0,14.1,12.7,704.87,0,0,0,50
739,-331.51657892970104,0.0,0.0,214,0,14.02,12.7,700.82,0,0,0,50
740,-322.198562937044,0.0,0.0,199,0,14.26,12.7,712.82,0,0,0,50
741,-283.2793756269748,0.0,0.0,185,0,14.01,12.7,700.58,0,0,0,50
742,-299.4471520169293,0.0,0.0,199,0,13.98,12.7,699.12,0,0,0,50
743,-367.5141395593654,0.0,0.0,237,0,14.23,12.7,711.62,0,0,0,50
744,-304.50370450024974,0.0,0.0,207,0,13.96,12.7,698.14,0,0,0,50
745,-344.9903417869509,0.0,0.0,221,0,14.02,12.7,700.9,0,0,0,50
746,-315.24683490399525,0.0,0.0,207,0,14.02,12.7,700.88,0,0,0,50
747,-340.4487930421295,0.0,0.0,214,0,14.04,12.7,701.8,0,0,0,50
748,-309.3145083773629,0.0,0.0,208,0,13.98,12.7,698.82,0,0,0,50
749,-307.8097887031433,0.0,0.0,207,0,13.98,12.7,698.86,0,0,0,50
750,-351.6048856623576,0.0,0.0,220,0,14.06,12.7,702.97,0,0,0,50
751,-320.3848412519069,0.0,0.0,208,0,14.04,12.7,702.22,0,0,0,50
752,-338.537259044576,0.0,0.0,210,0,14.0,12.7,700.06,0,0,0,50
753,-353.47589057020707,0.0,0.0,228,0,14.06,12.7,702.81,0,0,0,50
754,-303.54916298988655,0.0,0.0,203,0,13.97,12.7,698.53,0,0,0,50
755,-291.56723578538606,0.0,0.0,192,0,13.97,12.7,698.65,0,0,0,50
756,-331.45948733404686,0.0,0.0,204,0,14.05,12.7,702.72,0,0,0,50
757,-325.87261439346725,0.0,0.0,216,0,13.99,12.7,699.63,0,0,0,50
758,-305.17689646520387,0.0,0.0,205,0,13.97,12.7,698.43,0,0,0,50
759,-330.9028079401866,0.0,0.0,207,0,14.05,12.7,702.55,0,0,0,50
760,-323.1713512219079,0.0,0.0,219,0,13.98,12.7,698.85,0,0,0,50
761,-306.1673276106898,0.0,0.0,198,0,14.03,12.7,701.43,0,0,0,50
762,-353.8296075442922,0.0,0.0,206,0,14.15,12.7,707.29,0,0,0,50
763,-314.34989846010967,0.0,0.0,208,0,13.99,12.7,699.32,0,0,0,50
764,-302.1009104993579,0.0,0.0,202,0,13.97,12.7,698.29,0,0,0,50
765,-330.08224330495386,0.0,0.0,208,0,14.05,12.7,702.65,0,0,0,50
766,-292.8074930052479,0.0,0.0,196,0,13.97,12.7,698.47,0,0,0,50
767,-327.68349153269384,0.0,0.0,209,0,13.96,12.7,697.96,0,0,0,50
768,-323.6034882559722,0.0,0.0,207,0,14.03,12.7,701.35,0,0,0,50
769,-301.08266800269166,0.0,0.0,203,0,13.97,12.7,698.53,0,0,0,50
770,-298.3741981539396,0.0,0.0,201,0,13.96,12.7,698.12,0,0,0,50
771,-349.5333453143954,0.0,0.0,218,0,14.1,12.7,705.18,0,0,0,50
772,-355.0548171501999,0.0,0.0,214,0,14.06,12.7,703.13,0,0,0,50
773,-317.9940666151263,0.0,0.0,209,0,14.02,12.7,700.94,0,0,0,50
774,-304.05761556350615,0.0,0.0,206,0,13.97,12.7,698.48,0,0,0,50
775,-288.8212561702021,0.0,0.0,185,0,13.99,12.7,699.45,0,0,0,50
776,-312.8014807929835,0.0,0.0,203,0,14.03,12.7,701.71,0,0,0,50
777,-306.76267890561985,0.0,0.0,203,0,13.98,12.7,699.19,0,0,0,50
778,-322.5805382052632,0.0,0.0,210,0,14.0,12.7,699.89,0,0,0,50
779,-369.14019277505287,0.0,0.0,222,0,14.12,12.7,706.12,0,0,0,50
780,-321.9133717964012,0.0,0.0,217,0,13.99,12.7,699.33,0,0,0,50
781,-339.27910772443585,0.0,0.0,209,0,14.03,12.7,701.7,0,0,0,50
782,-347.5371270115318,0.0,0.0,186,0,14.17,12.7,708.47,0,0,0,50
783,-306.52369388464314,0.0,0.0,204,0,13.99,12.7,699.62,0,0,0,50
784,-321.8378120817637,0.0,0.0,214,0,13.99,12.7,699.68,0,0,0,50
785,-351.89137161427846,0.0,0.0,223,0,14.06,12.7,703.18,0,0,0,50
786,-325.77048943788867,0.0,0.0,220,0,13.98,12.7,698.79,0,0,0,50
787,-318.8234348985257,0.0,0.0,218,0,13.97,12.7,698.74,0,0,0,50
788,-348.81347358023635,0.0,0.0,193,0,14.2,12.7,710.15,0,0,0,50
789,-308.9157167268965,0.0,0.0,207,0,13.97,12.7,698.62,0,0,0,50
790,-303.2493103590431,0.0,0.0,201,0,13.99,12.7,699.43,0,0,0,50
791,-323.9332875949604,0.0,0.0,195,0,14.08,12.7,704.1,0,0,0,50
792,-328.31654329720203,0.0,0.0,225,0,13.97,12.7,698.69,0,0,0,50
793,-299.07547605479436,0.0,0.0,200,0,13.98,12.7,699.07,0,0,0,50
794,-357.5921126398239,0.0,0.0,208,0,14.1,12.7,705.12,0,0,0,50
795,-294.4969443610628,0.0,0.0,194,0,13.97,12.7,698.62,0,0,0,50
796,-321.18471951950875,0.0,0.0,200,0,14.38,12.7,719.08,0,0,0,50
797,-351.77199891948857,0.0,0.0,225,0,14.05,12.7,702.52,0,0,0,50
798,-312.1962753320725,0.0,0.0,209,0,13.98,12.7,698.93,0,0,0,50
799,-326.30197056727866,0.0,0.0,221,0,13.98,12.7,699.1,0,0,0,50
800,-320.44878545861167,0.0,0.0,204,0,14.04,12.7,701.98,0,0,0,50
801,-298.08917453807845,0.0,0.0,191,0,14.03,12.7,701.67,0,0,0,50
802,-320.6011078452331,0.0,0.0,220,0,13.97,12.7,698.69,0,0,0,50
803,-322.9883323443874,0.0,0.0,200,0,14.05,12.7,702.46,0,0,0,50
804,-307.15159401609736,0.0,0.0,204,0,13.98,12.7,699.12,0,0,0,50
805,-306.6757158189398,0.0,0.0,203,0,13.98,12.7,699.04,0,0,0,50
806,-324.58658371232804,0.0,0.0,202,0,14.04,12.7,701.93,0,0,0,50
807,-306.51543809581955,0.0,0.0,204,0,13.99,12.7,699.67,0,0,0,50
808,-322.6236102472881,0.0,0.0,218,0,13.99,12.7,699.74,0,0,0,50
809,-302.8495061489887,0.0,0.0,204,0,13.97,12.7,698.7,0,0,0,50
810,-310.64614293220626,0.0,0.0,195,0,14.04,12.7,702.02,0,0,0,50
811,-326.48815405897557,0.0,0.0,197,0,14.07,12.7,703.35,0,0,0,50
812,-315.12672441868466,0.0,0.0,211,0,13.99,12.7,699.34,0,0,0,50
813,-305.23616417153033,0.0,0.0,197,0,14.01,12.7,700.51,0,0,0,50
814,-405.39293618665664,0.0,0.0,211,0,14.25,12.7,712.57,0,0,0,50
815,-397.2414157075354,0.0,0.0,211,0,14.29,12.7,714.49,0,0,0,50
816,-401.45359878580825,0.0,0.0,199,0,14.36,12.7,717.99,0,0,0,50
817,-402.0637968223402,0.0,0.0,215,0,14.29,12.7,714.45,0,0,0,50
818,-398.3596346295241,0.0,0.0,202,0,14.33,12.7,716.71,0,0,0,50
819,-420.52442156164716,0.0,0.0,208,0,14.36,12.7,718.15,0,0,0,50
820,-303.1715131234498,0.0,0.0,199,0,14.02,12.7,700.86,0,0,0,50
821,-314.50605743877736,0.0,0.0,194,0,14.08,12.7,704.13,0,0,0,50
822,-339.1622743551026,0.0,0.0,220,0,14.03,12.7,701.74,0,0,0,50
823,-295.9663793686621,0.0,0.0,191,0,14.0,12.7,700.05,0,0,0,50
824,-286.62018996543264,0.0,0.0,189,0,13.97,12.7,698.41,0,0,0,50
825,-325.26010940055124,0.0,0.0,206,0,14.04,12.7,702.25,0,0,0,50
826,-332.8953132722772,0.0,0.0,211,0,13.98,12.7,699.18,0,0,0,50
827,-299.575086077626,0.0,0.0,196,0,13.98,12.7,699.02,0,0,0,50
828,-328.84398521857923,0.0,0.0,211,0,14.05,12.7,702.43,0,0,0,50
829,-298.1776887427854,0.0,0.0,198,0,13.98,12.7,698.85,0,0,0,50
830,-298.44802356913885,0.0,0.0,196,0,13.98,12.7,699.22,0,0,0,50
831,-349.1409967876879,0.0,0.0,216,0,14.1,12.7,704.75,0,0,0,50
832,-297.3903634884135,0.0,0.0,196,0,13.99,12.7,699.49,0,0,0,50
833,-317.0937288254346,0.0,0.0,210,0,13.99,12.7,699.66,0,0,0,50
834,-307.7489801389162,0.0,0.0,187,0,14.04,12.7,702.15,0,0,0,50
835,-311.81019020554186,0.0,0.0,208,0,13.98,12.7,699.16,0,0,0,50
836,-309.70810570205424,0.0,0.0,210,0,13.97,12.7,698.61,0,0,0,50
837,-321.8561188902607,0.0,0.0,204,0,14.03,12.7,701.71,0,0,0,50
838,-306.05105024364485,0.0,0.0,204,0,13.98,12.7,699.07,0,0,0,50
839,-306.72032880926446,0.0,0.0,204,0,13.99,12.7,699.37,0,0,0,50
840,-295.4648951926252,0.0,0.0,182,0,14.03,12.7,701.56,0,0,0,50
841,-372.3503809779344,0.0,0.0,214,0,14.17,12.7,708.74,0,0,0,50
842,-404.1824058355507,0.0,0.0,215,0,14.29,12.7,714.69,0,0,0,50
843,-327.38207889732433,0.0,0.0,206,0,14.06,12.7,703.0,0,0,0,50
844,-342.83285144905835,0.0,0.0,217,0,14.04,12.7,702.04,0,0,0,50
845,-304.7478761520836,0.0,0.0,204,0,13.98,12.7,699.16,0,0,0,50
846,-296.4391574138148,0.0,0.0,198,0,13.97,12.7,698.63,0,0,0,50
847,-289.467977180568,0.0,0.0,183,0,14.0,12.7,700.08,0,0,0,50
848,-324.58126835320087,0.0,0.0,213,0,14.02,12.7,700.93,0,0,0,50
849,-322.590480801677,0.0,0.0,214,0,13.98,12.7,699.1,0,0,0,50
850,-310.830032678621,0.0,0.0,196,0,14.02,12.7,700.79,0,0,0,50
851,-334.77513509547333,0.0,0.0,215,0,14.07,12.7,703.56,0,0,0,50
852,-307.2079210011686,0.0,0.0,207,0,13.97,12.7,698.28,0,0,0,50
853,-297.578639884911,0.0,0.0,192,0,13.99,12.7,699.66,0,0,0,50
854,-332.1329474275512,0.0,0.0,188,0,14.27,12.7,713.36,0,0,0,50
855,-298.46751571126197,0.0,0.0,203,0,13.96,12.7,698.01,0,0,0,50
856,-324.5762543686246,0.0,0.0,188,0,14.03,12.7,701.43,0,0,0,50
857,-400.52629326633144,0.0,0.0,187,0,14.46,12.7,722.97,0,0,0,50
858,-466.90108715328046,0.0,0.0,229,0,14.44,12.7,722.08,0,0,0,50
859,-449.06266461995006,0.0,0.0,199,0,14.54,12.7,727.13,0,0,0,50
860,-468.2388208497002,0.0,0.0,202,0,15.23,12.7,761.39,0,0,0,50
861,-393.2594113484526,0.0,0.0,202,0,14.34,12.7,716.98,0,0,0,50
862,-411.21178886112074,0.0,0.0,207,0,14.37,12.7,718.42,0,0,0,50
863,-412.9137618173723,0.0,0.0,213,0,14.33,12.7,716.71,0,0,0,50
864,-372.59633928786695,0.0,0.0,178,0,14.73,12.7,736.25,0,0,0,50
865,-388.23662799433487,0.0,0.0,203,0,14.31,12.7,715.33,0,0,0,50
866,-362.5125113386681,0.0,0.0,223,0,14.13,12.7,706.74,0,0,0,50
867,-292.51768982091494,0.0,0.0,199,0,13.97,12.7,698.57,0,0,0,50
868,-318.1325003175421,0.0,0.0,218,0,13.98,12.7,698.86,0,0,0,50
869,-311.2723288299717,0.0,0.0,203,0,14.01,12.7,700.64,0,0,0,50
870,-323.6009532026581,0.0,0.0,227,0,13.97,12.7,698.34,0,0,0,50
871,-302.6667425367354,0.0,0.0,198,0,14.03,12.7,701.34,0,0,0,50
872,-326.5089007336428,0.0,0.0,185,0,14.15,12.7,707.31,0,0,0,50
873,-301.5954933671898,0.0,0.0,202,0,13.98,12.7,698.93,0,0,0,50
874,-299.6090653022921,0.0,0.0,200,0,13.98,12.7,699.15,0,0,0,50
875,-336.1782398385114,0.0,0.0,225,0,14.03,12.7,701.72,0,0,0,50
876,-321.7572567388203,0.0,0.0,223,0,13.97,12.7,698.63,0,0,0,50
877,-287.4935306932003,0.0,0.0,195,0,13.97,12.7,698.48,0,0,0,50
878,-307.87280410705847,0.0,0.0,198,0,14.02,12.7,700.9,0,0,0,50
879,-340.58039147221785,0.0,0.0,218,0,14.39,12.7,719.54,0,0,0,50
880,-300.4460953708957,0.0,0.0,201,0,13.98,12.7,698.91,0,0,0,50
881,-346.1143662162083,0.0,0.0,217,0,14.09,12.7,704.33,0,0,0,50
882,-297.172773540075,0.0,0.0,203,0,13.97,12.7,698.57,0,0,0,50
883,-297.0590656252246,0.0,0.0,204,0,13.96,12.7,698.21,0,0,0,50
884,-300.9138115245576,0.0,0.0,191,0,14.02,12.7,700.94,0,0,0,50
885,-282.437500828742,0.0,0.0,188,0,13.98,12.7,698.84,0,0,0,50
886,-301.04472348247157,0.0,0.0,205,0,13.97,12.7,698.39,0,0,0,50
887,-319.64576514602913,0.0,0.0,208,0,14.0,12.7,699.96,0,0,0,50
888,-308.0436631794772,0.0,0.0,201,0,14.03,12.7,701.42,0,0,0,50
889,-306.3965350485308,0.0,0.0,204,0,13.99,12.7,699.33,0,0,0,50
890,-300.2268515675369,0.0,0.0,195,0,14.0,12.7,700.02,0,0,0,50
891,-328.8111036416528,0.0,0.0,202,0,14.1,12.7,704.86,0,0,0,50
892,-296.87229756752043,0.0,0.0,198,0,13.98,12.7,698.97,0,0,0,50
893,-288.32456554371623,0.0,0.0,188,0,13.99,12.7,699.54,0,0,0,50
894,-317.72089304664087,0.0,0.0,203,0,14.05,12.7,702.4,0,0,0,50
895,-279.61436250044517,0.0,0.0,180,0,13.99,12.7,699.32,0,0,0,50
896,-290.5956029013274,0.0,0.0,192,0,13.98,12.7,698.97,0,0,0,50
897,-311.270542305652,0.0,0.0,197,0,14.04,12.7,701.81,0,0,0,50
898,-302.88123673871513,0.0,0.0,202,0,13.98,12.7,698.92,0,0,0,50
899,-288.2593623347406,0.0,0.0,193,0,13.97,12.7,698.69,0,0,0,50
900,-303.8218506892503,0.0,0.0,193,0,14.02,12.7,701.03,0,0,0,50
901,-312.49994967308635,0.0,0.0,199,0,14.09,12.7,704.71,0,0,0,50
902,-303.37349768235674,0.0,0.0,192,0,14.02,12.7,700.89,0,0,0,50
903,-314.69291220405,0.0,0.0,201,0,14.03,12.7,701.45,0,0,0,50
904,-298.3372079721053,0.0,0.0,182,0,14.07,12.7,703.62,0,0,0,50
905,-335.6410211001853,0.0,0.0,208,0,14.06,12.7,702.81,0,0,0,50
906,-302.56576789320906,0.0,0.0,197,0,13.99,12.7,699.36,0,0,0,50
907,-296.1575789343208,0.0,0.0,194,0,13.98,12.7,699.09,0,0,0,50
908,-306.7283391168485,0.0,0.0,190,0,14.04,12.7,702.16,0,0,0,50
909,-316.4612507506022,0.0,0.0,208,0,14.02,12.7,701.17,0,0,0,50
910,-314.0220961140033,0.0,0.0,209,0,13.99,12.7,699.27,0,0,0,50
911,-357.35727508933456,0.0,0.0,195,0,14.2,12.7,710.24,0,0,0,50
912,-311.0123106430123,0.0,0.0,198,0,14.07,12.7,703.36,0,0,0,50
913,-330.62814500524473,0.0,0.0,226,0,13.98,12.7,699.16,0,0,0,50
914,-328.646616667702,0.0,0.0,205,0,14.04,12.7,701.89,0,0,0,50
915,-296.85999625739555,0.0,0.0,194,0,14.0,12.7,700.09,0,0,0,50
916,-311.8736561971232,0.0,0.0,208,0,13.99,12.7,699.42,0,0,0,50
917,-335.69766543571546,0.0,0.0,213,0,14.03,12.7,701.68,0,0,0,50
918,-326.48043406598805,0.0,0.0,218,0,13.99,12.7,699.69,0,0,0,50
919,-291.9704064453281,0.0,0.0,190,0,14.0,12.7,699.78,0,0,0,50
920,-300.40741085548126,0.0,0.0,186,0,14.02,12.7,700.87,0,0,0,50
921,-313.61605732256254,0.0,0.0,195,0,14.07,12.7,703.34,0,0,0,50
922,-304.45564776676156,0.0,0.0,203,0,13.99,12.7,699.41,0,0,0,50
923,-311.1423797866383,0.0,0.0,200,0,14.03,12.7,701.32,0,0,0,50
924,-309.4363500747803,0.0,0.0,196,0,14.04,12.7,702.1,0,0,0,50
925,-296.9563273213446,0.0,0.0,194,0,13.99,12.7,699.56,0,0,0,50
926,-295.5546602846249,0.0,0.0,192,0,14.01,12.7,700.48,0,0,0,50
927,-328.8033607663819,0.0,0.0,206,0,14.09,12.7,704.68,0,0,0,50
928,-326.31392817105495,0.0,0.0,219,0,13.99,12.7,699.58,0,0,0,50
929,-315.2440497649398,0.0,0.0,209,0,13.99,12.7,699.72,0,0,0,50
930,-302.6498051201308,0.0,0.0,184,0,14.06,12.7,702.86,0,0,0,50
931,-319.6940749548742,0.0,0.0,204,0,14.06,12.7,703.06,0,0,0,50
932,-344.20827827752123,0.0,0.0,207,0,14.07,12.7,703.25,0,0,0,50
933,-331.7786912099323,0.0,0.0,208,0,14.06,12.7,702.9,0,0,0,50
934,-312.9493317268237,0.0,0.0,209,0,13.98,12.7,698.97,0,0,0,50
935,-290.02199518238467,0.0,0.0,190,0,13.98,12.7,699.08,0,0,0,50
936,-352.67329086512837,0.0,0.0,226,0,14.06,12.7,702.91,0,0,0,50
937,-349.686417089132,0.0,0.0,222,0,14.04,12.7,701.87,0,0,0,50
938,-328.62633399835704,0.0,0.0,221,0,13.99,12.7,699.49,0,0,0,50
939,-294.7958382794043,0.0,0.0,194,0,13.97,12.7,698.5,0,0,0,50
940,-324.6614309748952,0.0,0.0,203,0,14.03,12.7,701.57,0,0,0,50
941,-340.48725394626143,0.0,0.0,215,0,14.08,12.7,703.86,0,0,0,50
942,-310.31115023892573,0.0,0.0,205,0,14.01,12.7,700.49,0,0,0,50
943,-292.18180113042206,0.0,0.0,196,0,13.97,12.7,698.58,0,0,0,50
944,-290.3880291936064,0.0,0.0,191,0,13.99,12.7,699.49,0,0,0,50
945,-326.6289898416386,0.0,0.0,192,0,14.13,12.7,706.53,0,0,0,50
946,-300.03834171281915,0.0,0.0,198,0,13.99,12.7,699.64,0,0,0,50
947,-295.7552469089797,0.0,0.0,200,0,13.97,12.7,698.53,0,0,0,50
948,-328.4396845052005,0.0,0.0,201,0,14.05,12.7,702.28,0,0,0,50
949,-290.3789226205581,0.0,0.0,190,0,13.98,12.7,698.99,0,0,0,50
950,-300.9371842069269,0.0,0.0,205,0,13.96,12.7,698.24,0,0,0,50
951,-340.5988862201307,0.0,0.0,203,0,14.13,12.7,706.45,0,0,0,50
952,-338.14440692066955,0.0,0.0,208,0,14.05,12.7,702.57,0,0,0,50
953,-279.84573614378246,0.0,0.0,189,0,13.95,12.7,697.6,0,0,0,50
954,-327.800969390318,0.0,0.0,209,0,14.02,12.7,700.92,0,0,0,50
955,-311.2926326650163,0.0,0.0,203,0,13.99,12.7,699.32,0,0,0,50
956,-296.02274468051263,0.0,0.0,197,0,13.99,12.7,699.27,0,0,0,50
957,-310.3437777929876,0.0,0.0,200,0,14.0,12.7,700.23,0,0,0,50
958,-309.62128226769045,0.0,0.0,202,0,14.0,12.7,700.24,0,0,0,50
959,-329.2138179252017,0.0,0.0,215,0,14.01,12.7,700.57,0,0,0,50
960,-324.2650089521651,0.0,0.0,194,0,14.06,12.7,703.21,0,0,0,50
961,-352.14778663756886,0.0,0.0,201,0,14.4,12.7,720.15,0,0,0,50
962,-325.67431509030354,0.0,0.0,218,0,13.99,12.7,699.61,0,0,0,50
