episode,total_reward,hit_rate_pct,prefetch_accuracy_pct,total_prefetches,useful_prefetches,avg_measured_latency_ms,avg_baseline_latency_ms,total_measured_latency_ms,tier_L1,tier_L2,tier_L3,tier_MISS
317,-413.46558348950384,0.0,0.0,257,0,14.19,12.7,709.56,0,0,0,50
318,-352.2334894483275,0.0,0.0,231,0,14.02,12.7,701.02,0,0,0,50
319,-378.7839083002616,0.0,0.0,248,0,14.04,12.7,702.15,0,0,0,50
320,-368.40819629755435,0.0,0.0,246,0,14.06,12.7,702.78,0,0,0,50
321,-373.55748528549134,0.0,0.0,248,0,14.06,12.7,703.19,0,0,0,50
322,-432.2511870068425,0.0,0.0,259,0,14.12,12.7,706.09,0,0,0,50
323,-407.3101308129357,0.0,0.0,234,0,14.11,12.7,705.34,0,0,0,50
324,-376.6375774504854,0.0,0.0,244,0,13.99,12.7,699.67,0,0,0,50
325,-356.143920472949,0.0,0.0,234,0,14.03,12.7,701.26,0,0,0,50
326,-394.0415634564527,0.0,0.0,245,0,14.13,12.7,706.68,0,0,0,50
327,-386.56053847340786,0.0,0.0,248,0,14.04,12.7,701.84,0,0,0,50
328,-378.08216407309385,0.0,0.0,246,0,14.03,12.7,701.36,0,0,0,50
329,-359.95746648074226,0.0,0.0,237,0,14.03,12.7,701.39,0,0,0,50
330,-389.54812525766715,0.0,0.0,253,0,14.07,12.7,703.39,0,0,0,50
331,-377.3404388314449,0.0,0.0,246,0,14.07,12.7,703.52,0,0,0,50
332,-361.0222836742671,0.0,0.0,235,0,14.04,12.7,702.12,0,0,0,50
333,-387.61511732895906,0.0,0.0,262,0,14.03,12.7,701.56,0,0,0,50
334,-351.6777777054877,0.0,0.0,231,0,14.02,12.7,701.09,0,0,0,50
335,-381.20297514950283,0.0,0.0,247,0,14.05,12.7,702.52,0,0,0,50
336,-402.60230359347844,0.0,0.0,263,0,14.03,12.7,701.25,0,0,0,50
337,-337.60147955979085,0.0,0.0,228,0,13.99,12.7,699.47,0,0,0,50
338,-384.89019874480033,0.0,0.0,249,0,14.06,12.7,703.19,0,0,0,50
339,-369.52676356693854,0.0,0.0,238,0,14.05,12.7,702.52,0,0,0,50
340,-354.7747179553173,0.0,0.0,235,0,14.01,12.7,700.42,0,0,0,50
341,-358.9420331205202,0.0,0.0,236,0,14.07,12.7,703.57,0,0,0,50
342,-379.284632379876,0.0,0.0,251,0,14.04,12.7,702.04,0,0,0,50
343,-370.71887268293955,0.0,0.0,254,0,14.01,12.7,700.33,0,0,0,50
344,-365.9462837348513,0.0,0.0,245,0,14.02,12.7,701.14,0,0,0,50
345,-334.61513394355404,0.0,0.0,219,0,14.02,12.7,701.21,0,0,0,50
346,-339.3798308889231,0.0,0.0,229,0,14.0,12.7,699.75,0,0,0,50
347,-381.24347042947096,0.0,0.0,252,0,14.05,12.7,702.58,0,0,0,50
348,-359.80125685455636,0.0,0.0,247,0,14.0,12.7,699.77,0,0,0,50
349,-354.36454866098364,0.0,0.0,238,0,14.0,12.7,700.17,0,0,0,50
350,-373.4626111754764,0.0,0.0,229,0,14.03,12.7,701.63,0,0,0,50
351,-366.9724651027054,0.0,0.0,252,0,14.04,12.7,702.01,0,0,0,50
352,-329.93089263525655,0.0,0.0,228,0,13.97,12.7,698.68,0,0,0,50
353,-352.0003879126655,0.0,0.0,235,0,14.03,12.7,701.59,0,0,0,50
354,-343.9955203379478,0.0,0.0,241,0,13.97,12.7,698.25,0,0,0,50
355,-389.64493265255766,0.0,0.0,249,0,14.07,12.7,703.5,0,0,0,50
356,-375.2015060264909,0.0,0.0,238,0,14.06,12.7,703.16,0,0,0,50
357,-382.2337891381042,0.0,0.0,240,0,14.07,12.7,703.32,0,0,0,50
358,-398.2031203112968,0.0,0.0,245,0,14.11,12.7,705.34,0,0,0,50
359,-365.7689397491147,0.0,0.0,253,0,13.99,12.7,699.52,0,0,0,50
360,-356.85651313416446,0.0,0.0,243,0,13.99,12.7,699.52,0,0,0,50
361,-407.67474090201074,0.0,0.0,242,0,14.27,12.7,713.29,0,0,0,50
362,-366.8944765121872,0.0,0.0,255,0,13.98,12.7,699.24,0,0,0,50
363,-341.97555977199556,0.0,0.0,228,0,14.01,12.7,700.52,0,0,0,50
364,-379.1179022812507,0.0,0.0,265,0,13.99,12.7,699.56,0,0,0,50
365,-368.43825670140274,0.0,0.0,231,0,14.06,12.7,702.86,0,0,0,50
366,-378.03923460811814,0.0,0.0,241,0,14.05,12.7,702.75,0,0,0,50
367,-377.510831638975,0.0,0.0,242,0,14.03,12.7,701.58,0,0,0,50
368,-372.09397619861664,0.0,0.0,261,0,14.0,12.7,699.77,0,0,0,50
369,-381.85447583460996,0.0,0.0,271,0,13.97,12.7,698.65,0,0,0,50
370,-364.5993512387387,0.0,0.0,251,0,13.99,12.7,699.47,0,0,0,50
371,-361.9915401628825,0.0,0.0,225,0,14.11,12.7,705.3,0,0,0,50
372,-363.4123936079473,0.0,0.0,254,0,13.98,12.7,699.21,0,0,0,50
373,-367.0527460235574,0.0,0.0,245,0,14.02,12.7,700.99,0,0,0,50
374,-364.50581297204616,0.0,0.0,243,0,14.02,12.7,700.79,0,0,0,50
375,-319.4367163319013,0.0,0.0,220,0,13.97,12.7,698.32,0,0,0,50
376,-343.6947530905969,0.0,0.0,223,0,14.02,12.7,701.06,0,0,0,50
377,-381.82629982785267,0.0,0.0,240,0,14.42,12.7,720.85,0,0,0,50
378,-455.36572072288925,0.0,0.0,250,0,14.3,12.7,714.75,0,0,0,50
379,-392.5341452602485,0.0,0.0,243,0,14.19,12.7,709.27,0,0,0,50
380,-365.79298377529716,0.0,0.0,242,0,14.02,12.7,700.94,0,0,0,50
381,-400.4181175922558,0.0,0.0,252,0,14.12,12.7,706.2,0,0,0,50
382,-380.1980121428687,0.0,0.0,262,0,14.02,12.7,701.07,0,0,0,50
383,-346.77254888193573,0.0,0.0,238,0,13.99,12.7,699.54,0,0,0,50
384,-376.9153610913786,0.0,0.0,244,0,14.03,12.7,701.4,0,0,0,50
385,-361.79947900784094,0.0,0.0,247,0,14.01,12.7,700.42,0,0,0,50
386,-397.2407599944585,0.0,0.0,255,0,14.04,12.7,701.96,0,0,0,50
387,-354.94602976691334,0.0,0.0,229,0,14.06,12.7,702.92,0,0,0,50
388,-324.52945065222025,0.0,0.0,217,0,14.0,12.7,700.02,0,0,0,50
389,-388.6368536807594,0.0,0.0,232,0,14.08,12.7,704.09,0,0,0,50
390,-349.2932407141474,0.0,0.0,214,0,14.04,12.7,702.03,0,0,0,50
391,-379.1288330887395,0.0,0.0,250,0,14.08,12.7,703.85,0,0,0,50
392,-377.0356837649353,0.0,0.0,220,0,14.1,12.7,705.14,0,0,0,50
393,-356.4521453264417,0.0,0.0,230,0,14.05,12.7,702.39,0,0,0,50
394,-328.3169040570961,0.0,0.0,213,0,14.02,12.7,700.98,0,0,0,50
395,-336.9252105527774,0.0,0.0,227,0,14.0,12.7,699.82,0,0,0,50
396,-365.14583269972997,0.0,0.0,231,0,14.05,12.7,702.39,0,0,0,50
397,-360.64389951488255,0.0,0.0,243,0,14.02,12.7,700.76,0,0,0,50
398,-346.61978884932836,0.0,0.0,234,0,14.0,12.7,700.09,0,0,0,50
399,-369.8250968962434,0.0,0.0,239,0,14.04,12.7,701.89,0,0,0,50
400,-372.6649428589709,0.0,0.0,241,0,14.05,12.7,702.71,0,0,0,50
401,-384.7799256126414,0.0,0.0,249,0,14.1,12.7,705.18,0,0,0,50
402,-347.9448576430505,0.0,0.0,231,0,14.01,12.7,700.6,0,0,0,50
403,-367.9796294580573,0.0,0.0,237,0,14.04,12.7,701.76,0,0,0,50
404,-370.8797688060199,0.0,0.0,239,0,14.0,12.7,699.92,0,0,0,50
405,-369.9641524619138,0.0,0.0,231,0,14.06,12.7,702.75,0,0,0,50
406,-460.6508330925202,0.0,0.0,250,0,14.33,12.7,716.63,0,0,0,50
407,-436.80158642249665,0.0,0.0,234,0,14.3,12.7,715.23,0,0,0,50
408,-494.916813190292,0.0,0.0,265,0,14.39,12.7,719.54,0,0,0,50
409,-505.90708046854473,0.0,0.0,260,0,14.37,12.7,718.43,0,0,0,50
410,-395.7653055340116,0.0,0.0,231,0,14.18,12.7,709.11,0,0,0,50
411,-356.7992394306474,0.0,0.0,237,0,14.04,12.7,701.96,0,0,0,50
412,-359.7624532530443,0.0,0.0,237,0,14.03,12.7,701.48,0,0,0,50
413,-346.517748724449,0.0,0.0,237,0,13.98,12.7,699.2,0,0,0,50
414,-362.2330019436106,0.0,0.0,235,0,13.98,12.7,698.93,0,0,0,50
415,-354.8803230354438,0.0,0.0,239,0,14.03,12.7,701.27,0,0,0,50
416,-340.48041974210616,0.0,0.0,232,0,13.98,12.7,699.07,0,0,0,50
417,-377.6235351327685,0.0,0.0,258,0,14.02,12.7,700.89,0,0,0,50
418,-316.8681214149601,0.0,0.0,216,0,13.98,12.7,699.1,0,0,0,50
419,-339.99593126010427,0.0,0.0,235,0,13.98,12.7,698.9,0,0,0,50
420,-330.29205836800827,0.0,0.0,214,0,14.0,12.7,700.24,0,0,0,50
421,-352.53821591804706,0.0,0.0,232,0,14.05,12.7,702.43,0,0,0,50
422,-325.35088910959604,0.0,0.0,222,0,13.97,12.7,698.73,0,0,0,50
423,-363.8046690935858,0.0,0.0,218,0,14.07,12.7,703.55,0,0,0,50
424,-331.00966366846137,0.0,0.0,225,0,14.01,12.7,700.66,0,0,0,50
425,-340.6654751709157,0.0,0.0,236,0,13.98,12.7,699.06,0,0,0,50
426,-395.84689444629214,0.0,0.0,241,0,14.07,12.7,703.53,0,0,0,50
427,-340.59226896232764,0.0,0.0,236,0,13.97,12.7,698.49,0,0,0,50
428,-382.5570172239713,0.0,0.0,247,0,14.0,12.7,699.95,0,0,0,50
429,-352.80047848881685,0.0,0.0,233,0,14.04,12.7,702.19,0,0,0,50
430,-349.2349049437542,0.0,0.0,227,0,14.02,12.7,701.21,0,0,0,50
431,-320.6296683282187,0.0,0.0,212,0,14.03,12.7,701.41,0,0,0,50
432,-332.0027121174348,0.0,0.0,229,0,13.98,12.7,699.2,0,0,0,50
433,-387.12372962478,0.0,0.0,257,0,14.01,12.7,700.57,0,0,0,50
434,-365.80359182343557,0.0,0.0,241,0,14.03,12.7,701.28,0,0,0,50
435,-355.0326423620577,0.0,0.0,244,0,14.02,12.7,701.21,0,0,0,50
436,-341.5191881191264,0.0,0.0,233,0,13.98,12.7,699.05,0,0,0,50
437,-359.6844532284461,0.0,0.0,240,0,14.02,12.7,700.85,0,0,0,50
438,-345.6308562324638,0.0,0.0,242,0,13.99,12.7,699.4,0,0,0,50
439,-368.0003076332052,0.0,0.0,256,0,13.99,12.7,699.43,0,0,0,50
440,-371.2719923969099,0.0,0.0,241,0,14.05,12.7,702.48,0,0,0,50
441,-354.9375011614914,0.0,0.0,240,0,14.04,12.7,702.01,0,0,0,50
442,-417.7109846098317,0.0,0.0,248,0,14.13,12.7,706.57,0,0,0,50
443,-414.80969568712374,0.0,0.0,223,0,14.31,12.7,715.54,0,0,0,50
444,-424.9759811670736,0.0,0.0,227,0,14.31,12.7,715.66,0,0,0,50
445,-440.5082434130726,0.0,0.0,237,0,14.32,12.7,716.2,0,0,0,50
446,-441.55412620322284,0.0,0.0,232,0,14.36,12.7,718.1,0,0,0,50
447,-432.88649067207956,0.0,0.0,234,0,14.3,12.7,715.2,0,0,0,50
448,-421.4494192692709,0.0,0.0,216,0,14.35,12.7,717.73,0,0,0,50
449,-444.60060204183236,0.0,0.0,243,0,14.29,12.7,714.71,0,0,0,50
450,-430.49416620201606,0.0,0.0,213,0,14.37,12.7,718.64,0,0,0,50
451,-481.74613113533803,0.0,0.0,237,0,14.44,12.7,722.01,0,0,0,50
452,-405.8064740776808,0.0,0.0,216,0,14.3,12.7,714.86,0,0,0,50
453,-439.5019832427745,0.0,0.0,230,0,14.34,12.7,717.18,0,0,0,50
454,-409.2514575887349,0.0,0.0,213,0,14.33,12.7,716.74,0,0,0,50
455,-457.6649856412552,0.0,0.0,225,0,14.45,12.7,722.32,0,0,0,50
456,-325.9590550081095,0.0,0.0,220,0,14.0,12.7,699.88,0,0,0,50
457,-328.96126858847776,0.0,0.0,210,0,14.02,12.7,700.95,0,0,0,50
458,-322.55830028751495,0.0,0.0,219,0,13.99,12.7,699.57,0,0,0,50
459,-307.84640591799297,0.0,0.0,207,0,13.98,12.7,698.86,0,0,0,50
460,-387.42192851416604,0.0,0.0,227,0,14.1,12.7,705.22,0,0,0,50
461,-362.085918605325,0.0,0.0,241,0,14.06,12.7,702.91,0,0,0,50
462,-325.0162226852999,0.0,0.0,221,0,13.99,12.7,699.58,0,0,0,50
463,-443.620890011227,0.0,0.0,236,0,14.18,12.7,708.97,0,0,0,50
464,-330.1491154121439,0.0,0.0,222,0,13.99,12.7,699.36,0,0,0,50
465,-321.89602785596406,0.0,0.0,207,0,14.01,12.7,700.64,0,0,0,50
466,-336.1863203280711,0.0,0.0,220,0,14.04,12.7,701.88,0,0,0,50
467,-348.6421267237721,0.0,0.0,241,0,13.99,12.7,699.41,0,0,0,50
468,-357.56064700299146,0.0,0.0,232,0,14.03,12.7,701.27,0,0,0,50
469,-306.37174422594114,0.0,0.0,201,0,14.01,12.7,700.31,0,0,0,50
470,-361.57486785244635,0.0,0.0,250,0,13.99,12.7,699.49,0,0,0,50
471,-340.5503584704343,0.0,0.0,208,0,14.08,12.7,704.07,0,0,0,50
472,-339.941789254528,0.0,0.0,226,0,14.01,12.7,700.42,0,0,0,50
473,-318.70401549951396,0.0,0.0,215,0,13.98,12.7,698.99,0,0,0,50
474,-365.920397353077,0.0,0.0,234,0,14.04,12.7,702.13,0,0,0,50
475,-320.62604770342836,0.0,0.0,216,0,13.99,12.7,699.33,0,0,0,50
476,-322.01903238629706,0.0,0.0,216,0,13.99,12.7,699.3,0,0,0,50
477,-328.85762989674197,0.0,0.0,205,0,14.05,12.7,702.53,0,0,0,50
478,-354.8629927890941,0.0,0.0,227,0,13.99,12.7,699.74,0,0,0,50
479,-332.9326627452425,0.0,0.0,228,0,13.97,12.7,698.6,0,0,0,50
480,-375.9018604936644,0.0,0.0,227,0,14.08,12.7,703.76,0,0,0,50
481,-346.3284398014874,0.0,0.0,227,0,14.07,12.7,703.65,0,0,0,50
482,-350.9734673300688,0.0,0.0,233,0,14.0,12.7,700.25,0,0,0,50
483,-449.8817417472512,0.0,0.0,235,0,14.39,12.7,719.44,0,0,0,50
484,-419.7203185840261,0.0,0.0,227,0,14.29,12.7,714.38,0,0,0,50
485,-461.87100077973776,0.0,0.0,228,0,14.43,12.7,721.27,0,0,0,50
486,-436.36788238514544,0.0,0.0,219,0,14.38,12.7,719.07,0,0,0,50
487,-428.19226896303337,0.0,0.0,228,0,14.31,12.7,715.63,0,0,0,50
488,-428.84201647705834,0.0,0.0,223,0,14.33,12.7,716.32,0,0,0,50
489,-418.74671775826556,0.0,0.0,227,0,14.29,12.7,714.34,0,0,0,50
490,-414.8747046417129,0.0,0.0,221,0,14.2,12.7,709.96,0,0,0,50
491,-381.39376647143337,0.0,0.0,240,0,14.12,12.7,705.75,0,0,0,50
492,-347.891411005682,0.0,0.0,232,0,14.01,12.7,700.38,0,0,0,50
493,-349.70712791940554,0.0,0.0,229,0,14.02,12.7,700.91,0,0,0,50
494,-343.6930518676376,0.0,0.0,229,0,14.0,12.7,700.0,0,0,0,50
495,-394.8397947849377,0.0,0.0,223,0,14.13,12.7,706.52,0,0,0,50
496,-339.36779947466493,0.0,0.0,226,0,14.0,12.7,700.14,0,0,0,50
497,-357.1642323466095,0.0,0.0,236,0,14.02,12.7,701.1,0,0,0,50
498,-372.166918226037,0.0,0.0,229,0,14.08,12.7,703.82,0,0,0,50
499,-391.10939835770824,0.0,0.0,227,0,14.11,12.7,705.69,0,0,0,50
500,-368.7195724675799,0.0,0.0,249,0,14.01,12.7,700.75,0,0,0,50
501,-362.49974411540967,0.0,0.0,218,0,14.08,12.7,703.92,0,0,0,50
502,-350.06082295527466,0.0,0.0,225,0,14.06,12.7,702.77,0,0,0,50
503,-348.67798842946524,0.0,0.0,233,0,14.01,12.7,700.5,0,0,0,50
504,-292.82330326258636,0.0,0.0,187,0,14.02,12.7,700.77,0,0,0,50
505,-361.3613508973997,0.0,0.0,235,0,14.05,12.7,702.47,0,0,0,50
506,-363.2695114504072,0.0,0.0,239,0,14.02,12.7,701.18,0,0,0,50
507,-341.8055703895854,0.0,0.0,220,0,14.04,12.7,701.76,0,0,0,50
508,-348.6388257713408,0.0,0.0,225,0,14.06,12.7,702.83,0,0,0,50
509,-331.3126347556614,0.0,0.0,223,0,14.0,12.7,700.1,0,0,0,50
510,-343.48020362983607,0.0,0.0,221,0,14.02,12.7,701.2,0,0,0,50
511,-335.03215516907903,0.0,0.0,208,0,14.13,12.7,706.6,0,0,0,50
512,-400.44931128456614,0.0,0.0,229,0,14.15,12.7,707.61,0,0,0,50
513,-321.3471172708945,0.0,0.0,214,0,13.99,12.7,699.52,0,0,0,50
514,-337.3260560911272,0.0,0.0,218,0,14.02,12.7,701.01,0,0,0,50
515,-345.9237203755001,0.0,0.0,226,0,14.05,12.7,702.5,0,0,0,50
516,-328.47659213585774,0.0,0.0,215,0,14.02,12.7,700.83,0,0,0,50
517,-354.5293116405039,0.0,0.0,230,0,14.05,12.7,702.53,0,0,0,50
518,-331.40501673212657,0.0,0.0,221,0,14.01,12.7,700.4,0,0,0,50
519,-339.27852613443997,0.0,0.0,225,0,14.0,12.7,699.88,0,0,0,50
520,-380.233999492644,0.0,0.0,248,0,14.06,12.7,703.05,0,0,0,50
521,-366.2161144465456,0.0,0.0,230,0,14.11,12.7,705.41,0,0,0,50
522,-342.65989568383196,0.0,0.0,224,0,14.02,12.7,701.08,0,0,0,50
523,-370.0905255131017,0.0,0.0,238,0,14.05,12.7,702.61,0,0,0,50
524,-368.84523908889196,0.0,0.0,208,0,14.11,12.7,705.7,0,0,0,50
525,-337.5570424083242,0.0,0.0,222,0,14.03,12.7,701.59,0,0,0,50
526,-339.97062200628005,0.0,0.0,225,0,14.01,12.7,700.72,0,0,0,50
527,-350.7144806804259,0.0,0.0,218,0,14.08,12.7,703.79,0,0,0,50
528,-348.5359236045321,0.0,0.0,233,0,14.02,12.7,700.92,0,0,0,50
529,-338.1201104918515,0.0,0.0,223,0,14.01,12.7,700.31,0,0,0,50
530,-350.5016808561204,0.0,0.0,221,0,14.05,12.7,702.49,0,0,0,50
531,-356.19843554229965,0.0,0.0,234,0,14.06,12.7,703.05,0,0,0,50
532,-410.257349414733,0.0,0.0,245,0,14.09,12.7,704.36,0,0,0,50
533,-433.59796403710595,0.0,0.0,237,0,14.2,12.7,710.06,0,0,0,50
534,-382.11795871289723,0.0,0.0,226,0,14.08,12.7,704.0,0,0,0,50
535,-356.380803795305,0.0,0.0,231,0,14.05,12.7,702.56,0,0,0,50
536,-353.9666845966655,0.0,0.0,238,0,14.0,12.7,700.17,0,0,0,50
537,-394.9426197418394,0.0,0.0,228,0,14.14,12.7,706.87,0,0,0,50
538,-326.0955565490203,0.0,0.0,216,0,13.99,12.7,699.68,0,0,0,50
539,-338.3785148849744,0.0,0.0,228,0,13.99,12.7,699.45,0,0,0,50
540,-358.59022181173265,0.0,0.0,231,0,14.06,12.7,702.83,0,0,0,50
541,-356.4807333095632,0.0,0.0,226,0,14.07,12.7,703.63,0,0,0,50
542,-373.91020368290543,0.0,0.0,231,0,14.07,12.7,703.26,0,0,0,50
543,-426.67935532609044,0.0,0.0,226,0,14.37,12.7,718.28,0,0,0,50
544,-395.4567409501607,0.0,0.0,210,0,14.29,12.7,714.43,0,0,0,50
545,-490.6114470435368,0.0,0.0,257,0,14.38,12.7,718.93,0,0,0,50
546,-444.45493397662307,0.0,0.0,229,0,14.3,12.7,714.93,0,0,0,50
547,-472.376271886007,0.0,0.0,237,0,14.38,12.7,718.91,0,0,0,50
548,-407.77118573023773,0.0,0.0,209,0,14.34,12.7,717.09,0,0,0,50
549,-424.6230421481705,0.0,0.0,226,0,14.31,12.7,715.48,0,0,0,50
550,-429.87324434498294,0.0,0.0,214,0,14.37,12.7,718.27,0,0,0,50
551,-471.91000832932866,0.0,0.0,237,0,14.41,12.7,720.27,0,0,0,50
552,-446.7772340292059,0.0,0.0,231,0,14.36,12.7,718.09,0,0,0,50
553,-425.1959385733019,0.0,0.0,230,0,14.29,12.7,714.68,0,0,0,50
554,-445.4437207270196,0.0,0.0,230,0,14.35,12.7,717.37,0,0,0,50
555,-444.95698416764327,0.0,0.0,240,0,14.32,12.7,715.89,0,0,0,50
556,-444.51582416947537,0.0,0.0,236,0,14.32,12.7,716.13,0,0,0,50
557,-516.5683236386978,0.0,0.0,225,0,14.61,12.7,730.61,0,0,0,50
558,-489.03667834890746,0.0,0.0,250,0,14.37,12.7,718.62,0,0,0,50
559,-449.17070319812376,0.0,0.0,228,0,14.36,12.7,717.79,0,0,0,50
560,-465.0244010175844,0.0,0.0,228,0,14.39,12.7,719.65,0,0,0,50
561,-419.96002489956396,0.0,0.0,200,0,14.42,12.7,721.12,0,0,0,50
562,-479.2928033284263,0.0,0.0,225,0,14.47,12.7,723.46,0,0,0,50
563,-409.65181636693285,0.0,0.0,219,0,14.3,12.7,714.78,0,0,0,50
564,-476.9849129993729,0.0,0.0,235,0,14.43,12.7,721.46,0,0,0,50
565,-448.06458938661024,0.0,0.0,242,0,14.31,12.7,715.73,0,0,0,50
566,-427.8832209293492,0.0,0.0,213,0,14.39,12.7,719.59,0,0,0,50
567,-416.70367650864455,0.0,0.0,208,0,14.3,12.7,715.14,0,0,0,50
568,-448.66016225113344,0.0,0.0,226,0,14.37,12.7,718.61,0,0,0,50
569,-428.07182430065154,0.0,0.0,230,0,14.3,12.7,715.24,0,0,0,50
570,-445.80364002639703,0.0,0.0,217,0,14.39,12.7,719.49,0,0,0,50
571,-420.6685955037031,0.0,0.0,204,0,14.41,12.7,720.69,0,0,0,50
572,-429.7849004330716,0.0,0.0,223,0,14.33,12.7,716.6,0,0,0,50
573,-461.8147784826462,0.0,0.0,251,0,14.31,12.7,715.62,0,0,0,50
574,-364.33016710046184,0.0,0.0,232,0,14.11,12.7,705.35,0,0,0,50
575,-347.4027194498189,0.0,0.0,229,0,14.01,12.7,700.59,0,0,0,50
576,-319.942680752254,0.0,0.0,206,0,14.01,12.7,700.68,0,0,0,50
577,-406.39809058907207,0.0,0.0,242,0,14.06,12.7,703.23,0,0,0,50
578,-328.79851717599917,0.0,0.0,216,0,14.01,12.7,700.26,0,0,0,50
579,-332.2627391869442,0.0,0.0,218,0,14.01,12.7,700.66,0,0,0,50
580,-369.75392045597823,0.0,0.0,235,0,14.09,12.7,704.48,0,0,0,50
581,-371.1934078261473,0.0,0.0,227,0,14.12,12.7,706.0,0,0,0,50
582,-307.36813674089905,0.0,0.0,195,0,14.02,12.7,701.16,0,0,0,50
583,-298.8039204342515,0.0,0.0,194,0,13.99,12.7,699.6,0,0,0,50
584,-356.48712570072274,0.0,0.0,220,0,14.04,12.7,702.18,0,0,0,50
585,-367.6822706135085,0.0,0.0,234,0,14.04,12.7,702.08,0,0,0,50
586,-341.01524089373305,0.0,0.0,220,0,14.04,12.7,701.92,0,0,0,50
587,-347.64927326991426,0.0,0.0,232,0,14.01,12.7,700.58,0,0,0,50
588,-376.7843523029894,0.0,0.0,217,0,14.11,12.7,705.7,0,0,0,50
589,-346.7247721795116,0.0,0.0,218,0,14.07,12.7,703.49,0,0,0,50
590,-323.5018495500982,0.0,0.0,210,0,14.02,12.7,701.0,0,0,0,50
591,-392.8997165022366,0.0,0.0,231,0,14.16,12.7,708.15,0,0,0,50
592,-400.2185270219435,0.0,0.0,215,0,14.29,12.7,714.3,0,0,0,50
593,-446.83812007999455,0.0,0.0,213,0,14.42,12.7,720.9,0,0,0,50
594,-450.3956636884161,0.0,0.0,235,0,14.35,12.7,717.42,0,0,0,50
595,-489.5792659600301,0.0,0.0,247,0,14.4,12.7,719.75,0,0,0,50
596,-418.1973105903812,0.0,0.0,208,0,14.38,12.7,719.14,0,0,0,50
597,-431.1066000820999,0.0,0.0,233,0,14.31,12.7,715.63,0,0,0,50
598,-421.6581970729567,0.0,0.0,226,0,14.31,12.7,715.37,0,0,0,50
599,-469.8859122820527,0.0,0.0,234,0,14.42,12.7,720.94,0,0,0,50
600,-417.8098304818852,0.0,0.0,225,0,14.3,12.7,715.06,0,0,0,50
601,-471.26357932240825,0.0,0.0,220,0,14.49,12.7,724.55,0,0,0,50
602,-443.55636003217086,0.0,0.0,238,0,14.32,12.7,715.84,0,0,0,50
603,-420.40816692647076,0.0,0.0,225,0,14.31,12.7,715.38,0,0,0,50
604,-411.9742137745061,0.0,0.0,221,0,14.29,12.7,714.52,0,0,0,50
605,-458.45612578721455,0.0,0.0,232,0,14.37,12.7,718.64,0,0,0,50
606,-414.046234229981,0.0,0.0,219,0,14.34,12.7,716.76,0,0,0,50
607,-450.9996680247716,0.0,0.0,225,0,14.41,12.7,720.7,0,0,0,50
608,-396.1964321997611,0.0,0.0,211,0,14.29,12.7,714.62,0,0,0,50
609,-425.398288369277,0.0,0.0,226,0,14.31,12.7,715.64,0,0,0,50
610,-441.2590180065754,0.0,0.0,221,0,14.37,12.7,718.71,0,0,0,50
611,-459.09021459892415,0.0,0.0,225,0,14.44,12.7,722.02,0,0,0,50
612,-459.0958298092961,0.0,0.0,223,0,14.43,12.7,721.37,0,0,0,50
613,-461.9033959272754,0.0,0.0,222,0,14.4,12.7,720.09,0,0,0,50
614,-411.42292076620396,0.0,0.0,220,0,14.3,12.7,715.2,0,0,0,50
615,-406.9022660526925,0.0,0.0,211,0,14.33,12.7,716.34,0,0,0,50
616,-421.8536057177576,0.0,0.0,213,0,14.35,12.7,717.71,0,0,0,50
617,-429.54546503494464,0.0,0.0,232,0,14.3,12.7,714.95,0,0,0,50
618,-416.47353562573585,0.0,0.0,212,0,14.34,12.7,717.02,0,0,0,50
619,-427.711557969068,0.0,0.0,211,0,14.37,12.7,718.49,0,0,0,50
620,-458.34913549422777,0.0,0.0,243,0,14.32,12.7,715.97,0,0,0,50
621,-470.6901161227144,0.0,0.0,225,0,14.41,12.7,720.39,0,0,0,50
622,-438.70545462158685,0.0,0.0,231,0,14.35,12.7,717.67,0,0,0,50
623,-424.6519003354113,0.0,0.0,227,0,14.31,12.7,715.35,0,0,0,50
624,-430.6716708843169,0.0,0.0,221,0,14.37,12.7,718.66,0,0,0,50
625,-389.918328814671,0.0,0.0,203,0,14.31,12.7,715.7,0,0,0,50
626,-404.606526722583,0.0,0.0,201,0,14.36,12.7,717.99,0,0,0,50
627,-422.6799082227335,0.0,0.0,226,0,14.31,12.7,715.34,0,0,0,50
628,-433.4868396167019,0.0,0.0,217,0,14.38,12.7,718.9,0,0,0,50
629,-424.4624715965414,0.0,0.0,219,0,14.39,12.7,719.51,0,0,0,50
630,-418.6673307850082,0.0,0.0,219,0,14.32,12.7,716.03,0,0,0,50
631,-518.7896663324149,0.0,0.0,219,0,14.62,12.7,731.24,0,0,0,50
632,-402.50536571688167,0.0,0.0,212,0,14.24,12.7,711.86,0,0,0,50
633,-323.6022281453571,0.0,0.0,215,0,13.99,12.7,699.74,0,0,0,50
634,-362.45969484687055,0.0,0.0,232,0,14.03,12.7,701.58,0,0,0,50
635,-322.69021448543856,0.0,0.0,210,0,14.01,12.7,700.61,0,0,0,50
636,-326.52643778411016,0.0,0.0,217,0,14.0,12.7,700.14,0,0,0,50
637,-347.45215628640176,0.0,0.0,212,0,14.1,12.7,704.89,0,0,0,50
638,-343.28361146521206,0.0,0.0,230,0,14.0,12.7,700.18,0,0,0,50
639,-355.50657439838807,0.0,0.0,240,0,14.01,12.7,700.48,0,0,0,50
